smiles,r2
CC(C[NH3+])(C#N)C([O-])=O,2016.5618
CC(CO)(C#C)C(N)=O,1121.5061
CC(CO)(C#N)C(N)=O,1144.8238
CCC(C)(C#C)C(C)=O,1213.8188
CCC(C)(C#C)C(N)=O,1178.0995
CCC(C)(C#N)C(C)=O,1230.3618
CCC(C)(C#N)C(N)=O,1200.055
CCC([NH3+])(C#C)C([O-])=O,1146.6494
CCC(N)(C#N)C(N)=O,1170.8084
CCC(O)(C#C)C(C)=O,1187.9989
CCC(O)(C#C)C(N)=O,1150.285
CCC(O)(C#N)C(C)=O,1196.2324
CCC(O)(C#N)C(N)=N,1175.4589
CCC(O)(C#N)C(N)=O,1157.9839
C[NH2+]C(C)(C#C)C([O-])=O,1123.6338
CNC(C)(C#N)C(C)=O,1202.3694
CNC(C)(C#N)C(N)=O,1163.4755
COC(C)(C#C)C(C)=O,1154.8684
COC(C)(C#C)C(N)=O,1118.6962
COC(C)(C#N)C(C)=O,1157.0918
COC(C)(C#N)C(N)=N,1141.5301
COC(C)(C#N)C(N)=O,1127.7028
NC(=N)C(O)(CO)C#N,1119.5875
NC(=O)C(N)(CO)C#C,1109.8397
NC(=O)C(N)(CO)C#N,1120.812
NC(=O)C(O)(CO)C#C,1091.116
NC(=O)C(O)(CO)C#N,1100.9528
[NH3+]C(CO)(C#C)C([O-])=O,1088.8526
NC(C[NH3+])(C#C)C([O-])=O,1121.6647
NCC(N)(C#N)C(N)=O,1142.2343
[NH3+]CC(O)(C#C)C([O-])=O,1105.364
NCC(O)(C#N)C(N)=N,1140.1765
NCC(O)(C#N)C(N)=O,1124.0358
CC(C)C(C)(CO)C#C,1264.6685
CC(C)C(C)(CO)C#N,1268.0098
CC(C)C(N)(CN)C#N,1283.9637
CC(C)C(N)(CO)C#N,1239.0947
CC(C)C(O)(CN)C#N,1248.4414
CC(C)C(O)(CO)C#C,1224.8655
CC(C)C(O)(CO)C#N,1236.9125
CC(N)C(N)(CN)C#N,1234.555
CC(N)C(N)(CO)C#N,1208.6941
CC(N)C(O)(CO)C#N,1205.755
CC(O)C(C)(CO)C#C,1207.9157
CC(O)C(C)(CO)C#N,1234.7971
CC(O)C(N)(CN)C#N,1212.6086
CC(O)C(N)(CO)C#N,1208.4758
CC(O)C(O)(CN)C#N,1186.937
CC(O)C(O)(CO)C#C,1177.0964
CC(O)C(O)(CO)C#N,1168.6649
CCC(C)(C#C)C(C)C,1374.3364
CCC(C)(C#C)C(C)O,1293.5596
CCC(C)(C#N)C(C)C,1347.4783
CCC(C)(C#N)C(C)O,1291.438
CCC(C)(C#N)N(C)C,1293.5065
CCC(N)(C#N)C(C)C,1318.3273
CCC(N)(C#N)C(C)N,1288.8873
CCC(N)(C#N)C(C)O,1263.895
CCC(O)(C#C)C(C)C,1322.144
CCC(O)(C#C)C(C)O,1234.5596
CCC(O)(C#N)C(C)C,1295.6015
CCC(O)(C#N)C(C)O,1239.398
CN(C)C(C)(CN)C#N,1214.3158
CN(C)C(C)(CO)C#N,1235.2485
CNC(C)(C#N)C(C)C,1303.5704
CNC(C)(C#N)C(C)N,1269.3075
CNC(C)(C#N)C(C)O,1248.0983
COC(C)(C#C)C(C)C,1296.6404
COC(C)(C#C)C(C)O,1242.4608
COC(C)(C#N)C(C)C,1243.5799
COC(C)(C#N)C(C)O,1216.1176
CC(CN)(C#N)N1CC1,1167.9389
CC(CO)(C#C)C1CC1,1178.1759
CC(CO)(C#C)C1CN1,1201.0497
CC(CO)(C#C)C1CO1,1220.6306
CC(CO)(C#C)N1CC1,1130.027
CC(CO)(C#N)C1CC1,1210.885
CC(CO)(C#N)C1CN1,1220.1563
CC(CO)(C#N)C1CO1,1196.7502
CC(CO)(C#N)N1CC1,1157.4616
CCC(C)(C#C)C1CC1,1331.0143
CCC(C)(C#C)C1CO1,1230.7517
CCC(C)(C#C)N1CC1,1239.9631
CCC(C)(C#N)C1CC1,1305.636
CCC(C)(C#N)C1CN1,1237.4304
CCC(C)(C#N)C1CO1,1215.1997
CCC(C)(C#N)N1CC1,1213.1309
CCC(N)(C#N)C1CC1,1273.4421
CCC(N)(C#N)C1CN1,1212.6917
CCC(N)(C#N)C1CO1,1191.5753
CCC(O)(C#C)C1CC1,1275.4004
CCC(O)(C#C)C1CN1,1243.5595
CCC(O)(C#C)C1CO1,1208.6757
CCC(O)(C#N)C1CC1,1250.5105
CCC(O)(C#N)C1CN1,1221.3326
CCC(O)(C#N)C1CO1,1182.2879
CNC(C)(C#N)C1CC1,1264.4059
CNC(C)(C#N)C1CN1,1203.3479
CNC(C)(C#N)C1CO1,1212.7207
COC(C)(C#C)C1CC1,1219.9134
COC(C)(C#C)C1CN1,1183.6115
COC(C)(C#C)C1CO1,1178.9283
COC(C)(C#N)C1CC1,1193.2773
COC(C)(C#N)C1CN1,1158.7184
COC(C)(C#N)C1CO1,1154.3705
NC(CO)(C#N)C1CC1,1187.445
NC(CO)(C#N)C1CN1,1187.0592
NC(CO)(C#N)C1CO1,1162.4438
NCC(N)(C#N)C1CC1,1246.9068
NCC(N)(C#N)C1CN1,1183.5261
NCC(N)(C#N)C1CO1,1169.6688
NCC(O)(C#N)C1CC1,1222.5082
NCC(O)(C#N)C1CN1,1183.4474
NCC(O)(C#N)C1CO1,1155.4835
OCC(O)(C#C)C1CC1,1215.9514
OCC(O)(C#C)C1CN1,1161.5119
OCC(O)(C#C)C1CO1,1147.6787
OCC(O)(C#N)C1CC1,1192.4992
OCC(O)(C#N)C1CN1,1163.7929
OCC(O)(C#N)C1CO1,1118.3368
CC(C)(CO)C#CC#C,1701.2616
CC(C)(CO)C#CC#N,1669.0886
CC(O)(CO)C#CC#C,1665.0257
CC(O)(CO)C#CC#N,1630.3991
CCC(C)(C)C#CC#C,1765.1709
CCC(C)(C)C#CC#N,1732.6243
CCC(C)(O)C#CC#C,1723.539
CCC(C)(O)C#CC#N,1692.9457
COC(C)(C)C#CC#C,1690.5223
COC(C)(C)C#CC#N,1658.5573
CC(C)(CO)C#CC=O,1718.126
CC(O)(CO)C#CC=O,1684.1566
CCC(C)(C)C#CC=O,1804.5514
CCC(C)(O)C#CC=O,1749.6781
COC(C)(C)C#CC=O,1724.4646
CC(C)(CO)C(=O)C#C,1270.5565
CC(C)(CO)C(=O)C#N,1244.7573
CC(O)(CO)C(=O)C#C,1212.4485
CC(O)(CO)C(=O)C#N,1174.4603
CCC(C)(C)C(=O)C#C,1336.8677
CCC(C)(C)C(=O)C#N,1310.4657
CCC(C)(O)C(=O)C#C,1258.7231
CCC(C)(O)C(=O)C#N,1231.6002
CNC(C)(C)C(=O)C#N,1219.9001
COC(C)(C)C(=O)C#C,1226.0849
COC(C)(C)C(=O)C#N,1193.6205
CC(C)(CO)C(=O)C=O,1247.0862
CC(O)(CO)C(=O)C=O,1160.6998
CCC(C)(C)C(=O)C=O,1316.0974
CCC(C)(O)C(=O)C=O,1225.1475
COC(C)(C)C(=O)C=O,1183.2679
CC(C)(C)C(C)(C)CO,1348.6618
CC(C)(C)C(C)(O)CO,1294.674
CC(C)(O)C(C)(C)CO,1297.5653
CC(C)(O)C(C)(O)CO,1238.3718
CCC(C)(C)C(C)(C)C,1411.8473
CCC(C)(C)C(C)(C)O,1360.5243
CCC(C)(O)C(C)(C)C,1362.325
CCC(C)(O)C(C)(C)O,1312.8772
COC(C)(C)C(C)(C)C,1322.3015
COC(C)(C)C(C)(C)O,1268.3649
CC(C#C)C(C)(C)CO,1361.9351
CC(C#C)C(C)(O)CO,1312.4927
CC(C#N)C(C)(C)CO,1331.7703
CC(C#N)C(C)(O)CO,1282.2391
CC(C)(CO)C(N)C#N,1305.5059
CC(C)(CO)C(O)C#C,1310.8929
CC(C)(CO)C(O)C#N,1282.0559
CC(N)(CO)C(N)C#N,1272.4856
CC(N)(CO)C(O)C#N,1252.9478
CC(O)(CO)C(N)C#N,1223.16
CC(O)(CO)C(O)C#C,1264.678
CC(O)(CO)C(O)C#N,1236.1198
CCC(C)(C)C(C)C#C,1427.9393
CCC(C)(C)C(C)C#N,1397.4371
CCC(C)(C)C(N)C#N,1370.5015
CCC(C)(C)C(O)C#C,1376.0407
CCC(C)(C)C(O)C#N,1346.7668
CCC(C)(O)C(C)C#C,1379.0041
CCC(C)(O)C(C)C#N,1350.4784
CCC(C)(O)C(N)C#N,1281.9618
CCC(C)(O)C(O)C#C,1329.7329
CCC(C)(O)C(O)C#N,1301.8434
COC(C)(C)C(C)C#C,1342.6478
COC(C)(C)C(C)C#N,1312.8481
COC(C)(C)C(N)C#N,1234.5245
COC(C)(C)C(O)C#C,1267.1979
COC(C)(C)C(O)C#N,1235.3386
CC(C)(CO)C(O)C=O,1331.4719
CC(C=O)C(C)(C)CO,1391.4844
CC(C=O)C(C)(O)CO,1339.9412
CC(O)(CO)C(O)C=O,1279.1986
CCC(C)(C)C(C)C=O,1457.8733
CCC(C)(C)C(O)C=O,1392.1832
CCC(C)(C)N(C)C=O,1415.3652
CCC(C)(O)C(C)C=O,1399.247
CCC(C)(O)C(O)C=O,1345.0624
CN(C=O)C(C)(C)CO,1361.7767
COC(C)(C)C(C)C=O,1341.9641
COC(C)(C)C(O)C=O,1288.3099
CC(C)(CO)C1(C)CC1,1305.0129
CC(C)(CO)C1(C)CO1,1255.3852
CC(C)(CO)C1(O)CC1,1256.3816
CC(O)(CO)C1(C)CC1,1256.8358
CC(O)(CO)C1(C)CN1,1216.5121
CC(O)(CO)C1(C)CO1,1196.1128
CC(O)(CO)C1(O)CC1,1204.0669
CCC(C)(C)C1(C)CC1,1364.4615
CCC(C)(C)C1(C)CO1,1313.1049
CCC(C)(C)C1(O)CC1,1316.5149
CCC(C)(O)C1(C)CC1,1317.5936
CCC(C)(O)C1(C)CN1,1281.1143
CCC(C)(O)C1(C)CO1,1259.2393
CCC(C)(O)C1(O)CC1,1267.0574
COC(C)(C)C1(C)CC1,1282.3284
COC(C)(C)C1(C)CN1,1241.9927
COC(C)(C)C1(C)CO1,1226.4176
COC(C)(C)C1(O)CC1,1230.2545
CC(C)(CO)C1CC1O,1350.9517
CC(O)(CO)C1CC1O,1280.6011
CC1CC1C(C)(C)CO,1403.8986
CC1CC1C(C)(O)CO,1315.1092
CC1CN1C(C)(C)CO,1370.9005
CC1NC1C(C)(O)CO,1367.2376
CC1OC1C(C)(C)CO,1365.5241
CC1OC1C(C)(O)CO,1266.0329
CCC(C)(C)C1CC1C,1505.6751
CCC(C)(C)C1CC1O,1419.1023
CCC(C)(C)C1CN1C,1458.5304
CCC(C)(C)C1OC1C,1454.4486
CCC(C)(O)C1CC1C,1399.3915
CCC(C)(O)C1CC1O,1350.3318
CCC(C)(O)C1CN1C,1393.1082
CCC(C)(O)C1NC1C,1349.4265
CCC(C)(O)C1OC1C,1330.3126
CN1CC1C(C)(C)CO,1386.8507
CN1CC1C(C)(O)CO,1325.086
COC(C)(C)C1CC1C,1314.7576
COC(C)(C)C1CC1O,1309.4483
COC(C)(C)C1CN1C,1304.853
COC(C)(C)C1NC1C,1366.486
COC(C)(C)C1OC1C,1284.9386
CC(C)(CO)C1CCC1,1427.8056
CC(C)(CO)C1CCO1,1336.2699
CC(C)(CO)C1COC1,1356.2461
CC(O)(CO)C1CCC1,1366.125
CC(O)(CO)C1CCO1,1270.2473
CC(O)(CO)C1COC1,1240.0496
CCC(C)(C)C1CCC1,1492.5418
CCC(C)(C)C1CCO1,1394.2985
CCC(C)(C)C1COC1,1415.8462
CCC(C)(O)C1CCC1,1432.3251
CCC(C)(O)C1CCO1,1332.892
CCC(C)(O)C1COC1,1364.3269
COC(C)(C)C1CCC1,1350.5157
COC(C)(C)C1CCO1,1242.2488
COC(C)(C)C1COC1,1284.9254
CC#CCC(C)(C)CO,1778.7251
CC#CCC(C)(O)CO,1733.7281
CCC(C)(C)CC#CC,1853.5777
CCC(C)(O)CC#CC,1798.98
COC(C)(C)CC#CC,1653.2271
CC(=N)OC(C)(C)CO,1433.1867
CC(=O)CC(C)(C)CO,1482.2395
CC(=O)CC(C)(O)CO,1384.4026
CC(=O)NC(C)(C)CO,1459.0036
CC(=O)OC(C)(C)CO,1399.3736
CC(C)(C[NH3+])CC([O-])=O,1450.4749
CC(C)(CO)CC(N)=O,1437.0526
CC(C)(CO)NC(N)=O,1418.3683
CC(C)(CO)OC(N)=O,1356.981
CC([NH3+])(CO)CC([O-])=O,1308.9662
CC(O)(C[NH3+])CC([O-])=O,1381.2388
CC(O)(CO)CC(N)=O,1382.308
CCC(C)(C)CC(C)=O,1597.6512
CCC(C)(C)CC(N)=O,1511.2465
CCC(C)(C)NC(C)=O,1527.5765
CCC(C)(C)NC(N)=O,1482.7781
CCC(C)(C)OC(C)=O,1379.119
CCC(C)(C)OC(N)=O,1340.1522
CCC(C)([NH3+])CC([O-])=O,1373.0342
CCC(C)(O)CC(C)=O,1482.2096
CCC(C)(O)CC(N)=O,1453.7252
C[NH2+]C(C)(C)CC([O-])=O,1463.8617
COC(C)(C)CC(C)=O,1350.5305
COC(C)(C)CC(N)=O,1341.9902
CC(C)CC(C)(C)CO,1621.6675
CC(C)CC(C)(O)CO,1598.5647
CC(C)OC(C)(C)CO,1539.9846
CC(O)CC(C)(C)CO,1531.8534
CC(O)CC(C)(O)CO,1528.6621
CCC(C)(C)CC(C)C,1742.5021
CCC(C)(C)CC(C)O,1673.7462
CCC(C)(C)OC(C)C,1507.0247
CCC(C)(O)CC(C)C,1674.0665
CCC(C)(O)CC(C)O,1527.4657
COC(C)(C)CC(C)C,1564.9077
COC(C)(C)CC(C)O,1485.6631
CC(C)(CO)CC1CC1,1594.2416
CC(C)(CO)CC1CO1,1523.4196
CC(C)(CO)CN1CC1,1523.9575
CC(C)(CO)OC1CC1,1472.9696
CC(O)(CO)CC1CC1,1514.4449
CC(O)(CO)CC1CN1,1501.5634
CC(O)(CO)CC1CO1,1473.4952
CC(O)(CO)CN1CC1,1457.452
CCC(C)(C)CC1CC1,1667.0003
CCC(C)(C)CC1CO1,1594.6413
CCC(C)(C)CN1CC1,1595.5664
CCC(C)(C)OC1CC1,1429.9797
CCC(C)(O)CC1CC1,1596.4319
CCC(C)(O)CC1CO1,1548.1977
CCC(C)(O)CN1CC1,1525.282
COC(C)(C)CC1CC1,1513.0361
COC(C)(C)CC1CO1,1468.9082
COC(C)(C)CN1CC1,1511.198
CCC(C)(C)OC=NC,1659.0179
CN=COC(C)(C)CO,1700.5696
CC(C)(CO)CCC#C,1727.5604
CC(C)(CO)CCC#N,1694.2683
CC(C)(CO)NCC#N,1620.8906
CC(C)(CO)OCC#C,1595.8511
CC(C)(CO)OCC#N,1417.5523
CC(O)(CO)CCC#C,1672.3839
CC(O)(CO)CCC#N,1637.2246
CCC(C)(C)CCC#C,1798.881
CCC(C)(C)CCC#N,1766.1475
CCC(C)(C)NCC#N,1690.7247
CCC(C)(C)OCC#C,1409.4389
CCC(C)(C)OCC#N,1377.0481
CCC(C)(O)CCC#C,1742.733
CCC(C)(O)CCC#N,1708.007
COC(C)(C)CCC#C,1642.4648
COC(C)(C)CCC#N,1607.1872
CC(C)(CO)CCC=O,1781.0204
CC(C)(CO)CNC=O,1513.58
CC(C)(CO)COC=O,1589.9634
CC(C)(CO)OCC=O,1668.4635
CC(O)(CO)CCC=O,1728.0787
CC(O)(CO)CNC=O,1515.0544
CC(O)(CO)COC=N,1460.0592
CC(O)(CO)COC=O,1462.4772
CCC(C)(C)CCC=O,1853.5301
CCC(C)(C)CNC=O,1571.3351
CCC(C)(C)COC=O,1666.5273
CCC(C)(C)OCC=O,1618.3044
CCC(C)(O)CCC=O,1802.0888
CCC(C)(O)CNC=O,1601.3146
CCC(C)(O)COC=O,1520.9616
COC(C)(C)CCC=O,1689.3547
COC(C)(C)CNC=O,1486.4445
COC(C)(C)COC=O,1586.1782
CC#CC(C)(CO)C=O,1468.7656
CC#CC(O)(CO)C=O,1429.6994
CCC(C)(C=O)C#CC,1539.9079
CCC(O)(C=O)C#CC,1491.3588
CNC(C)(C=O)C#CC,1493.7269
COC(C)(C=O)C#CC,1478.0471
CC(=O)C(C)(CO)C=O,1190.8095
CC(=O)C(O)(CO)C=O,1141.1215
CC(CO)(C=O)C(N)=O,1157.9076
CCC(C)(C=O)C(C)=O,1245.5508
CCC(C)(C=O)C(N)=O,1198.4187
CCC(O)(C=O)C(C)=O,1198.8938
CCC(O)(C=O)C(N)=O,1162.4135
CNC(C)(C=O)C(C)=O,1204.6319
CNC(C)(C=O)C(N)=O,1162.9887
COC(C)(C=O)C(C)=O,1190.6868
COC(C)(C=O)C(N)=O,1132.3786
NC(=O)C(O)(CO)C=O,1109.4167
CC(C)C(C)(CO)C=O,1288.283
CC(C)C(O)(CO)C=O,1258.051
CC(O)C(C)(CO)C=O,1244.1579
CC(O)C(O)(CO)C=O,1188.4444
CCC(C)(C=O)C(C)C,1353.8859
CCC(C)(C=O)C(C)O,1274.5879
CCC(O)(C=O)C(C)C,1302.5809
CCC(O)(C=O)C(C)O,1249.485
CN(C)C(C)(CO)C=O,1255.0196
COC(C)(C=O)C(C)C,1287.4202
COC(C)(C=O)C(C)O,1242.7606
CC(CO)(C=O)C1CC1,1249.5103
CC(CO)(C=O)C1CN1,1228.1458
CC(CO)(C=O)C1CO1,1199.5089
CC(CO)(C=O)N1CC1,1205.9842
CCC(C)(C=O)C1CC1,1323.6366
CCC(C)(C=O)C1CO1,1228.5051
CCC(C)(C=O)N1CC1,1238.5059
CCC(O)(C=O)C1CC1,1262.9163
CCC(O)(C=O)C1CN1,1232.8695
CCC(O)(C=O)C1CO1,1216.8573
COC(C)(C=O)C1CC1,1221.13
COC(C)(C=O)C1CN1,1188.9918
COC(C)(C=O)C1CO1,1180.0861
OCC(O)(C=O)C1CC1,1209.8813
OCC(O)(C=O)C1CN1,1180.548
OCC(O)(C=O)C1CO1,1165.1287
CC(CN)(CC#N)C#N,1270.8868
CC(CO)(CC#C)C#C,1259.5024
CC(CO)(CC#C)C#N,1273.6285
CC(CO)(CC#N)C#C,1269.4871
CC(CO)(CC#N)C#N,1249.0332
CCC(C)(CC#C)C#C,1311.4677
CCC(C)(CC#C)C#N,1330.9763
CCC(C)(CC#N)C#C,1328.7434
CCC(C)(CC#N)C#N,1305.8528
CCC(N)(CC#C)C#N,1298.792
CCC(N)(CC#N)C#C,1298.0518
CCC(N)(CC#N)C#N,1273.9709
CCC(O)(CC#C)C#C,1312.1816
CCC(O)(CC#C)C#N,1269.9151
CCC(O)(CC#N)C#C,1284.5065
CCC(O)(CC#N)C#N,1259.2575
CNC(C)(CC#C)C#N,1289.625
CNC(C)(CC#N)C#C,1286.7262
CNC(C)(CC#N)C#N,1264.012
COC(C)(CC#C)C#C,1246.7606
COC(C)(CC#C)C#N,1203.6724
COC(C)(CC#N)C#C,1200.1802
COC(C)(CC#N)C#N,1177.4884
NC(CO)(CC#C)C#N,1238.6882
NC(CO)(CC#N)C#C,1238.6698
NC(CO)(CC#N)C#N,1228.4598
NCC(N)(CC#C)C#N,1269.5452
NCC(N)(CC#N)C#N,1250.1823
NCC(O)(CC#C)C#N,1242.3079
NCC(O)(CC#N)C#N,1225.3124
OCC(O)(CC#C)C#C,1218.3497
OCC(O)(CC#C)C#N,1226.6033
OCC(O)(CC#N)C#C,1186.7423
OCC(O)(CC#N)C#N,1203.0138
CC(CO)(CC#C)C=O,1300.089
CC(CO)(CC#N)C=O,1269.5095
CCC(C)(CC#C)C=O,1357.624
CCC(C)(CC#N)C=O,1313.7844
CCC(O)(CC#C)C=O,1268.7206
CCC(O)(CC#N)C=O,1258.0662
CNC(C)(CC#N)C=O,1276.3738
COC(C)(CC#C)C=O,1243.4597
COC(C)(CC#N)C=O,1215.4177
OCC(O)(CC#C)C=O,1250.405
OCC(O)(CC#N)C=O,1220.4609
CC#CC(C)(CO)CO,1496.2149
CC#CC(O)(CO)CO,1460.1291
CCC(C)(CC)C#CC,1618.398
CCC(C)(CO)C#CC,1556.1005
CCC(C)(OC)C#CC,1542.7074
CCC(O)(CC)C#CC,1595.0124
CCC(O)(CO)C#CC,1540.3805
COC(C)(CO)C#CC,1488.5009
CC(=O)C(C)(CO)CO,1208.3786
CC(=O)C(O)(CO)CO,1174.5085
CC(C[NH3+])(CO)C([O-])=O,1189.1622
CC(CO)(CO)C(N)=O,1181.7157
CCC(C)(CC)C(C)=O,1340.7909
CCC(C)(CC)C(N)=O,1302.2141
CCC(C)(C[NH3+])C([O-])=O,1260.1295
CCC(C)(CO)C(C)=O,1278.4494
CCC(C)(CO)C(N)=O,1240.4449
CCC(C)([NH2+]C)C([O-])=O,1250.8674
CCC(C)(OC)C(C)=O,1254.5252
CCC(C)(OC)C(N)=O,1219.0937
CCC([NH3+])(CC)C([O-])=O,1240.6206
CCC(N)(C[NH3+])C([O-])=O,1229.5616
CCC([NH3+])(CO)C([O-])=O,1180.5661
CCC(O)(CC)C(C)=O,1309.5689
CCC(O)(CC)C(N)=O,1271.4228
CCC(O)(C[NH3+])C([O-])=O,1207.9879
CCC(O)(CO)C(C)=O,1247.0845
CCC(O)(CO)C(N)=O,1209.3378
C[NH2+]C(C)(CO)C([O-])=O,1209.1714
COC(C)(C[NH3+])C([O-])=O,1140.8602
COC(C)(CO)C(C)=O,1208.5742
COC(C)(CO)C(N)=O,1174.0277
NC(=O)C(O)(CO)CO,1138.2696
[NH3+]C(CO)(CO)C([O-])=O,1131.0643
NC(C[NH3+])(CO)C([O-])=O,1157.2067
[NH3+]CC(O)(CO)C([O-])=O,1133.5425
CC(C)C(C)(CO)CO,1320.5479
CC(C)C(O)(CO)CO,1276.6335
CC(O)C(C)(CO)CO,1260.7855
CC(O)C(O)(CO)CO,1227.9873
CCC(C)(CC)C(C)C,1469.5587
CCC(C)(CC)C(C)O,1404.5153
CCC(C)(CO)C(C)C,1406.5651
CCC(C)(CO)C(C)O,1347.8187
CCC(C)(OC)C(C)C,1380.8121
CCC(C)(OC)C(C)O,1328.4894
CCC(O)(CC)C(C)C,1417.3369
CCC(O)(CC)C(C)O,1359.8305
CCC(O)(CO)C(C)C,1354.7226
CCC(O)(CO)C(C)O,1301.2891
COC(C)(CO)C(C)C,1322.6496
COC(C)(CO)C(C)O,1275.9372
CC(CO)(CO)C1CC1,1303.3692
CC(CO)(CO)C1CN1,1280.8758
CC(CO)(CO)C1CO1,1256.6274
CC(CO)(CO)N1CC1,1217.6092
CCC(C)(CC)C1CC1,1422.508
CCC(C)(CC)C1CO1,1316.1143
CCC(C)(CO)C1CC1,1366.3554
CCC(C)(CO)C1CO1,1262.5661
CCC(C)(CO)N1CC1,1278.2629
CCC(C)(OC)C1CC1,1344.7075
CCC(C)(OC)C1CN1,1250.668
CCC(C)(OC)C1CO1,1256.9967
CCC(O)(CC)C1CC1,1366.5516
CCC(O)(CC)C1CO1,1321.4611
CCC(O)(CO)C1CC1,1267.2749
CCC(O)(CO)C1CN1,1276.893
CCC(O)(CO)C1CO1,1224.9232
COC(C)(CO)C1CC1,1267.3771
COC(C)(CO)C1CN1,1235.6688
COC(C)(CO)C1CO1,1212.6785
OCC(O)(CO)C1CC1,1257.0249
OCC(O)(CO)C1CN1,1217.0392
OCC(O)(CO)C1CO1,1172.8638
CC(CO)(CO)CC#C,1336.9296
CC(CO)(CO)CC#N,1300.8245
CCC(C)(CC#C)OC,1373.0297
CCC(C)(CC#N)OC,1339.3825
CCC(C)(CC)CC#C,1445.2653
CCC(C)(CC)CC#N,1414.9504
CCC(C)(CO)CC#C,1382.6015
CCC(C)(CO)CC#N,1352.5323
CCC(O)(CC)CC#C,1400.1166
CCC(O)(CC)CC#N,1394.1363
CCC(O)(CO)CC#C,1339.745
CCC(O)(CO)CC#N,1314.5933
COC(C)(CO)CC#C,1302.4988
COC(C)(CO)CC#N,1268.3649
NC(CO)(CO)CC#N,1285.3439
OCC(O)(CO)CC#C,1275.5462
OCC(O)(CO)CC#N,1249.5449
CC(CO)(CO)CC=O,1290.9562
CC(CO)(CO)NC=O,1253.2614
CC(CO)(CO)OC=N,1320.8808
CC(CO)(CO)OC=O,1297.6733
CCC(C)(CC)CC=O,1448.599
CCC(C)(CC)NC=O,1368.9712
CCC(C)(CC)OC=O,1386.1806
CCC(C)(CC=O)OC,1422.0341
CCC(C)(CO)CC=O,1356.6101
CCC(C)(CO)NC=O,1316.8057
CCC(C)(CO)OC=N,1379.8895
CCC(C)(CO)OC=O,1359.4996
CCC(O)(CC)CC=O,1469.9238
CCC(O)(CO)CC=O,1308.1549
COC(C)(CO)CC=O,1352.9588
OCC(O)(CO)CC=O,1247.5225
CC(CN)(NC=O)C#N,1179.5931
CC(CN)(OC=N)C#N,1233.74
CC(CN)(OC=O)C#N,1211.662
CC(CO)(CC=O)C#C,1311.46
CC(CO)(CC=O)C#N,1327.1968
CC(CO)(NC=O)C#C,1180.4691
CC(CO)(NC=O)C#N,1189.7763
CC(CO)(OC=N)C#C,1200.3217
CC(CO)(OC=N)C#N,1278.4571
CC(CO)(OC=O)C#C,1221.3889
CC(CO)(OC=O)C#N,1257.3136
CCC(C)(CC=O)C#C,1307.9333
CCC(C)(CC=O)C#N,1385.1498
CCC(C)(NC=O)C#C,1237.7349
CCC(C)(NC=O)C#N,1249.0113
CCC(C)(OC=N)C#C,1302.9622
CCC(C)(OC=N)C#N,1298.1607
CCC(C)(OC=O)C#C,1283.6106
CCC(C)(OC=O)C#N,1279.5394
CCC(O)(CC=O)C#C,1358.0445
CCC(O)(CC=O)C#N,1347.164
CNC(C)(CC=O)C#N,1342.3486
COC(C)(CC=O)C#C,1309.1365
COC(C)(CC=O)C#N,1259.1701
OCC(O)(CC=O)C#C,1174.6852
OCC(O)(CC=O)C#N,1287.8871
CC(CO)(CC=O)C=O,1261.6824
CC(CO)(NC=O)C=O,1222.6448
CC(CO)(OC=N)C=O,1317.7544
CC(CO)(OC=O)C=O,1297.7152
CCC(C)(CC=O)C=O,1392.649
CCC(C)(NC=O)C=O,1226.6786
CCC(C)(OC=N)C=O,1330.3395
CCC(C)(OC=O)C=O,1310.1957
CCC(O)(CC=O)C=O,1310.5242
COC(C)(CC=O)C=O,1294.0449
OCC(O)(CC=O)C=O,1286.656
COC(C)=NC(C)(C)C,1458.87
CC(N=C(N)CO)C#C,1474.8325
CC(N=C(N)CO)C#N,1448.4652
COC(C)=NC(C)C#C,1436.2288
COC(C)=NC(C)C#N,1403.4654
COC(N)=NC(C)C#C,1401.4122
COC(N)=NC(C)C#N,1371.4318
CC(C=O)N=C(N)CO,1386.9355
COC(C)=NC(C)C=O,1524.7877
COC(N)=NC(C)C=O,1370.3916
COC(C)=NC1(C)CC1,1395.2947
COC(C)=NC1CC1C,1521.6557
COC(C)=NC1CC1O,1444.6973
COC(N)=NC1CC1O,1396.2432
COC(C)=NC1CCC1,1583.1143
COC(C)=NC1COC1,1527.4585
COC(N)=NC1COC1,1481.3463
NC(CO)=NC1COC1,1483.1913
CC#CCN=C(N)CO,1706.6112
COC(C)=NCC#CC,1744.2367
COC(N)=NCC#CC,1691.5065
CC(=O)CN=C(N)CO,1441.8622
CCC(N)=[NH+]CC([O-])=O,1709.562
CNC(C)=[NH+]CC([O-])=O,1589.6011
CNC(N)=[NH+]CC([O-])=O,1724.4499
COC(C)=NCC(C)=O,1468.1598
COC(C)=NCC(N)=O,1598.9532
COC(N)=NCC(C)=O,1421.4802
COC(N)=NCC(N)=O,1415.4157
COC(N)=[NH+]CC([O-])=O,1526.4603
NC(=O)CN=C(N)CO,1432.0227
NC(CO)=[NH+]CC([O-])=O,1713.2629
NCC(N)=[NH+]CC([O-])=O,1735.4033
COC(C)=NCC(C)C,1778.235
COC(C)=NCC(C)O,1602.2797
COC(C)=NCC1CC1,1713.1321
COC(C)=NCC1CN1,1650.6979
COC(C)=NCC1CO1,1510.2166
