smiles,mu
CN=C1NC=C(C)C1=O,5.5114
CN=C1CN=C(C)N1C,1.4772
CN=C1CN=C(N1)C#C,3.3562
CN=C1CN=C(N1)C#N,2.952
CN=C1CN=C(N1)C=O,0.6004
CN=C1CN=C2CCN12,1.5378
CN=C1NC=C2COC12,3.7952
C[NH+]=C1[CH-]C(=O)C=CN1,7.3503
CN=C1CC=CC(=O)N1,2.0185
CN=C1CC=CC(=O)O1,3.3215
CN=C1CC=CC(C)O1,2.5723
CN=C1NC=NC1(C)C,3.0134
CN=C1NC=CC11CO1,3.5487
CN=C1NC=NC11CC1,2.767
C[NH+]=C1NC=C[C-]1C#N,6.5587
CN=C1NC=NC1C#C,3.6717
CN=C1CC=CN1C=O,1.7696
CN=C1CN=CN1C=N,2.9596
CN=C1CN=CN1C=O,2.0074
CN=C1NC=NC1C=O,3.9373
CN=C1NC=CC2OC12,3.4162
CN=C1NC=CCC1=O,4.8571
CN=C1NC=NCC1O,4.1185
CN=C1CCC(=O)N1C,1.2073
CN=C1CNC(=O)N1C,3.3164
CN=C1COC(=N)N1C,2.444
CN=C1COC(=O)N1C,3.4262
CN=C1NCC(=O)C1O,4.0959
CN=C1NCC(=O)N1C,2.8455
CN=C1OCC(=N)N1C,1.8971
CN=C1OCC(=O)C1C,1.1844
CN=C1OCC(=O)C1O,2.6882
CN=C1OCC(=O)N1C,1.199
CN=C1CCC(=O)CO1,0.5397
CN=C1CNC(=O)CO1,1.8407
CN=C1COC(=N)CN1,2.1962
CN=C1COC(=N)CO1,0.7571
CN=C1COC(=O)CN1,3.8224
CN=C1COC(=O)CO1,2.814
CN=C1NCC(=O)CO1,0.6485
CN=C1OCC(=C1)C#C,2.4899
CN=C1OCC(=C1)C#N,2.4445
CN=C1CC(C)(C)CO1,2.68
CN=C1CC(C)(O)CO1,3.0912
CN=C1CCC(C)(C)O1,2.8911
CN=C1COC(C)(C)O1,1.8378
CN=C1NC(C)(C)CO1,3.3787
CN=C1OCC(C)=C1C,2.921
CN=C1OCC(N)=C1C,4.2809
CN=C1CC=C(C)CO1,3.1818
CN=C1CN=C(N)CO1,3.9362
CN=C1NCC(C)C1=O,5.129
CN=C1NCC(O)C1=O,4.1098
CN=C1OCC(C)C1=O,3.8837
CN=C1OCC(O)C1=O,2.4661
CN=C1OCC(C)C1C,2.6122
CN=C1OCC(C)C1O,2.1558
CN=C1OCC(O)C1C,2.9866
CN=C1OCC(O)C1O,1.4681
CN=C1OCC(C)C=C1,2.9747
CN=C1OCC(O)C=C1,2.5835
CN=C1CCC(C)CO1,2.7291
CN=C1CCC(O)CO1,2.4653
CN=C1CNC(C)CO1,2.9604
CN=C1COC(C)CO1,2.5386
CN=C1COC(N1)=NC,0.4349
CN=C1CC(CO1)C#C,2.024
CN=C1CC(CO1)C#N,4.0226
CN=C1CCC(O1)C#C,2.4021
CN=C1CCC(O1)C#N,3.3912
CN=C1COC(O1)C#C,1.3208
CN=C1COC(O1)C#N,2.5875
CN=C1NC(CO1)C#C,2.8467
CN=C1NC(CO1)C#N,3.324
CN=C1NCC(O1)C#N,3.0033
CN=C1CC(CO1)C=O,2.0103
CN=C1CCC(O1)C=O,3.7451
CN=C1COC(O1)C=O,1.5218
CN=C1NC(CO1)C=O,4.0354
CN=C1OCC(C=O)=C1,0.6907
CN=C1NCC1(N)C#N,4.9688
CN=C1NCC1(O)C#C,2.2403
CN=C1NCC1(O)C#N,4.692
CN=C1OCC1(C)C#C,1.7642
CN=C1OCC1(C)C#N,3.9185
CN=C1OCC1(N)C#C,0.624
CN=C1OCC1(N)C#N,2.8023
CN=C1OCC1(O)C#C,0.9268
CN=C1OCC1(O)C#N,3.0668
CN=C1NCC1(O)C=O,4.226
CN=C1OCC1(C)C=O,2.2012
CN=C1OCC1(O)C=O,2.3112
CN=C1NCC11OC1C,3.4497
CN=C1OCC11CC1C,2.0735
CN=C1OCC11CC1O,2.2702
CN=C1OCC11CN1C,0.9293
CN=C1OCC11NC1C,2.9541
CN=C1OCC11OC1C,2.1639
CN=C1NCC11CCO1,3.0982
CN=C1OCC11CCC1,2.0226
CN=C1OCC11CCN1,0.9923
CN=C1OCC11CCO1,2.4052
CN=C1OCC11COC1,1.9622
CN=C1OCC1C#CC,2.019
CN=C1CCN1C(C)=O,3.4607
CN=C1CCN1C(N)=O,4.5512
C[NH+]=C1NCC1C([O-])=O,1.2817
CN=C1OCC1C(C)=O,1.9472
CN=C1OCC1C(N)=O,1.8052
CN=C1OCC1C(C)C,1.9374
CN=C1OCC1C(C)O,1.5256
CN=C1OCC1N(C)C,1.9457
CN=C1OCC1C1CC1,2.0262
CN=C1OCC1C1CN1,2.3875
CN=C1OCC1C1CO1,0.3198
CN=C1OCC1N1CC1,0.7058
CN=C1OCC1CC#C,2.083
CN=C1OCC1CC#N,4.7933
CN=C1NCC1OC=N,4.3533
CN=C1NCC1OC=O,5.6942
CN=C1OCC1CC=O,2.9901
CN=C1OCC1NC=O,2.2072
CN=C1OCC1OC=N,2.6321
CN=C1OCC1OC=O,3.7591
CN=C1NCC2(C)OC12,3.4306
CN=C1OCC2(C)CC12,2.8976
CN=C1OCC2(C)CN12,3.6211
CN=C1OCC2(C)NC12,3.5428
CN=C1OCC2(C)OC12,3.1278
CN=C1OCC2(O)CC12,3.3223
CN=C1CC2(CC2)CO1,2.6844
CN=C1CC2(CN2)CO1,2.4411
CN=C1CC2(CO2)CO1,2.9747
CN=C1CCC2(CC2)O1,2.5849
CN=C1NC2(CC2)CO1,3.221
CN=C1OCC2C(C)C12,2.735
CN=C1OCC2C(C)N12,3.567
CN=C1OCC2C(O)C12,2.4836
CN=C1OCC2C1N2C,2.358
CN=C1OCC2CC12C,2.5202
CN=C1OCC2CC12O,1.9741
CN=C1OCC2NC12C,3.1204
CN=C1OCC2OC12C,2.6734
CN=C1OCC2CC1C2,3.0407
CN=C1OCC2CC1N2,3.3412
CN=C1OCC2CC1O2,2.917
CN=C1CC2CC2CO1,2.9405
CN=C1CC2NC2CO1,3.1355
CN=C1CC2OC2CO1,1.8204
CN=C1CCC2CC2O1,2.8448
CN=C1CN2CC2CO1,2.4931
CN=C1CNC2CC2O1,2.9886
CN=C1COC2CC2O1,2.4673
CN=C1OCC2CCC12,2.6707
CN=C1OCC2CCN12,3.5798
CN=C1OCC2COC12,3.5879
CN=C1OCC2OCC12,1.7088
CN=C1CC(C)=CCO1,2.9257
CN=C1OCC=C1C#C,2.5814
CN=C1OCC=C1C#N,5.3166
CN=C1OCC=C1C=O,3.2052
CN=C1NCC=CC1=O,4.2642
CN=C1OCC=CC1C,2.3849
CN=C1OCC=CC1O,3.0
CN=C1OCC=CC=C1,2.5952
CN=C1CCC=CCO1,2.1621
CN=C1CC(=N)OCO1,3.1292
CN=C1CC(=O)CCO1,3.3128
CN=C1CC(=O)OCO1,3.5381
CN=C1CCCC(=O)N1,1.5191
CN=C1CCCC(=O)O1,2.9795
CN=C1CCNC(=O)N1,2.2231
CN=C1CCNC(=O)O1,3.8282
CN=C1CCOC(=N)N1,1.698
CN=C1CCOC(=O)N1,2.5643
CN=C1CCOC(=O)O1,3.672
CN=C1CNCC(=O)N1,0.9739
CN=C1CNCC(=O)O1,1.9347
CN=C1COCC(=N)N1,1.9439
CN=C1COCC(=O)N1,1.1877
CN=C1COCC(=O)O1,1.7788
CN=C1NC(=N)OCO1,2.812
CN=C1NC(=O)CCO1,3.0115
CN=C1NC(=O)OCO1,3.248
CN=C1NCCC(=O)N1,2.1288
CN=C1OCCC(C)=C1,3.2502
CN=C1OCCC(N)=C1,4.5446
CN=C1CC(C)CCO1,2.6563
CN=C1CC(C)OCO1,1.6364
CN=C1CC(O)CCO1,1.5241
CN=C1CCCC(C)O1,2.7021
CN=C1CCOC(C)O1,1.5906
CN=C1CN(C)CCO1,2.6543
CN=C1CNCC(C)O1,2.5482
CN=C1COCC(C)O1,2.5857
CN=C1OCCC1(C)C,2.4009
CN=C1OCCC1(C)O,2.1299
CN=C1OCOC1(C)C,1.1138
CN=C1OCCC11CC1,2.5519
CN=C1OCCC11CN1,2.1734
CN=C1OCCC11CO1,2.7715
CN=C1OCOC11CC1,1.2769
CN=C1OCOC1=NC,3.0136
CN=C1OCCC1C#C,2.5149
CN=C1OCCC1C#N,4.4015
CN=C1OCOC1C#C,1.4006
CN=C1OCOC1C#N,3.6427
CN=C1CCCN1C=O,2.0084
CN=C1NCCN1C=O,6.293
CN=C1OCCC1C=O,1.9426
CN=C1OCCN1C=N,1.6981
CN=C1OCCN1C=O,5.4099
CN=C1OCOC1C=O,1.5812
CN=C1COCC2CN12,1.897
CN=C1OCCC2CC12,2.7217
CN=C1OCCC2CN12,3.8498
CN=C1OCCC2NC12,3.0474
CN=C1OCCC2OC12,3.2917
CN=C1OCCN2CC12,2.1213
CN=C1OCOC2CC12,1.5222
CN=C1OCCC=C1C,2.5791
CN=C1OCCN=C1N,0.9541
CN=C1CC=CCCO1,2.1934
CN=C1CN=COCO1,2.5195
CN=C1NC=NCCO1,1.1183
CN=C1NCCCC1=O,5.4332
CN=C1NCCNC1=O,4.5074
CN=C1NCCOC1=N,3.7265
CN=C1NCCOC1=O,4.2526
CN=C1OCCCC1=O,4.6343
CN=C1OCCNC1=N,4.1726
CN=C1OCCNC1=O,5.4671
CN=C1OCCOC1=N,4.7914
CN=C1OCCOC1=O,3.3644
CN=C1OCOCC1=O,3.2001
CN=C1OCCCC1C,2.4415
CN=C1OCCCC1O,3.0403
CN=C1OCCNC1C,2.6477
CN=C1OCCOC1C,2.1642
CN=C1OCOCC1C,1.3556
CN=C1OCOCC1O,1.9991
CN=C1OCCCC=C1,3.2676
CN=C1OCCNC=C1,4.7788
CN=C1OCOCC=C1,2.6108
CN=C1CCCCCO1,2.8072
CN=C1CCCOCO1,2.3783
CN=C1CCOCCO1,1.6219
CN=C1COCCCO1,3.0898
CC(=O)C(N=CN)C#N,4.2626
NC=NC(C#C)C(N)=O,0.6174
NC=[NH+]C(C#C)C([O-])=O,3.0599
NC=N[C-](C#N)C(N)=[NH2+],4.3666
CC(N=CN)(C#C)C#C,2.5875
CC(N=CN)(C#C)C#N,5.9093
CC(N=CN)(C#N)C#N,5.6565
CC(C)([NH+]=CN)C([O-])=O,7.1387
CC(C=O)(N=CN)C#N,5.309
CN=CN(C)C(=N)C#N,1.9413
CN=CN(C)C(=O)C#C,2.2659
CN=CN(C)C(=O)C#N,3.7906
CN=CN(C)C(=N)C=O,2.0665
CN=CN(C)C(=O)C=O,1.1498
CC(CC([O-])=O)[NH+]=CN,7.9035
C[NH+]=CN(C)CC([O-])=O,3.8029
CC(=O)C(C=O)N=CN,3.6188
CN=CN(C=N)C(C)=O,4.0925
CN=CN(C=N)C(N)=O,1.9726
CN=CN(C=O)C(C)=N,2.2153
CN=CN(C=O)C(C)=O,1.3621
CN=CN(C=O)C(N)=N,1.4078
CN=CN(C=O)C(N)=O,0.4087
NC=NC(C=O)C(N)=O,1.6839
CN=CN(C=O)C(C)C,3.5957
CN=CN(C=O)C1CC1,3.7621
CN=CN(C=N)C=NC,0.5579
CN=CN(C=O)C=NC,2.3972
CN=CN(CC#C)C=N,1.5847
CN=CN(CC#C)C=O,3.5529
CN=CN(CC#N)C=N,3.5435
CN=CN(CC#N)C=O,3.5761
CN=CN(CC=O)C=O,2.854
NC=[NH+]C1(CC1)C([O-])=O,2.9268
NC=NC1(COC1)C#N,4.5032
CN=CN1C(C)C1C#N,4.2162
CN=CN1C(C)CC1=O,4.8686
CN=CN1C2CC1C2=O,3.0299
CN=CN1C2CC2C1=O,4.8583
CN=CN1C=NC2CC12,3.252
CN=CN1C=CCC1=O,1.739
CN=CN1C=NCC1=N,1.1248
CN=CN1C=NCC1=O,1.3931
CN=CN1CC(C)C1=O,4.5723
CN=CN1CC(N)C1=N,2.896
CN=CN1CC(O)C1=N,2.9851
CN=CN1CC(O)C1=O,3.383
CN=CN1CC1(C)C#N,3.9852
C[NH+]=CN1CC1C([O-])=O,3.1038
NC=[NH+]C1CC1C([O-])=O,7.5296
CN=CN1CC=CC1=O,2.7709
CN=CN1CCCC1=O,2.342
CN=CN1CCNC1=O,3.0391
CN=CN1CCOC1=N,2.283
CN=CN1CCOC1=O,5.8497
NC=[NH+]CC#CC([O-])=O,5.4861
CN=CNC(=O)C#CC,2.9389
CN=COC(=O)C#CC,1.793
CN=CNC(=N)C(C)=O,2.6088
CN=CNC(=N)C(N)=O,3.315
C[NH+]=CNC(=N)C([O-])=O,7.9819
CN=CNC(=O)C(C)=O,1.8998
CN=CNC(=O)C(N)=N,2.7009
CN=CNC(=O)C(N)=O,1.0151
CN=COC(=O)C(C)=O,2.447
CN=COC(=O)C(N)=N,2.9157
CN=COC(=O)C(N)=O,3.8515
NC=[NH+]CC(=O)C([O-])=O,18.2804
CN=CNC(=O)C(C)C,1.8219
CN=CNC(=O)C(C)O,2.2761
CN=CNC(=O)N(C)C,3.1297
CN=COC(=O)C(C)C,0.5606
CN=COC(=O)C(C)N,1.4135
CN=COC(=O)C(C)O,1.8029
CN=COC(=O)N(C)C,1.8749
CN=CNC(=O)C1CC1,1.9914
CN=CNC(=O)C1CN1,1.7102
CN=CNC(=O)C1CO1,1.5385
CN=CNC(=O)N1CC1,2.2736
CN=COC(=O)C1CC1,0.9924
CN=COC(=O)C1CN1,1.3857
CN=COC(=O)C1CO1,1.36
CN=COC(=O)N1CC1,1.7103
CN=CNC(=O)CC#C,1.6807
CN=CNC(=O)CC#N,1.6913
CN=COC(=O)CC#C,0.1378
CN=COC(=O)CC#N,4.0125
CN=CNC(=O)CC=O,2.2692
CN=CNC(=O)NC=N,4.2358
CN=CNC(=O)NC=O,4.635
CN=CNC(=O)OC=N,2.2377
CN=COC(=O)CC=O,2.4314
CN=COC(=O)NC=N,2.6441
CN=COC(=O)NC=O,3.0655
NC=[NH+]CC(=O)[CH-]C=O,9.5406
CN=CNC(=NC)C#N,2.3235
CN=CNC(C#C)C#N,3.9915
CN=CNC(C#N)C#N,4.7505
CN=COC(C#C)C#C,2.7692
CN=COC(C#C)C#N,3.4577
NC=[NH+]C[C-](C#N)C#N,11.3439
CN=COC(C)(C)C#C,3.1836
CN=COC(C)(C)C#N,5.4003
CN=COC(C)(C)C=O,2.8393
CN=COC(C)C#CC,3.3012
CC(C[NH+]=CN)C([O-])=O,8.1757
C[NH+]=CNC(C)C([O-])=O,7.344
CN=COC(C)C(C)=O,2.1656
CN=COC(C)C(N)=O,3.9575
NC=[NH+]CC(N)C([O-])=O,3.5702
NC=[NH+]CC(O)C([O-])=O,1.7409
CN=COC(C)C(C)C,2.8097
CN=COC(C)C(C)O,2.8928
CN=COC(C)C1CC1,2.7601
CN=COC(C)C1CN1,2.9474
CN=COC(C)C1CO1,2.7695
CN=COC(C)CC#C,2.8284
CN=COC(C)CC#N,4.0808
CN=COC(C)CC=O,3.1919
CN=CNC(C=O)=NC,3.415
CN=CNC(C=O)C#N,5.3078
CN=COC(C=O)C#C,1.5192
CN=COC(C=O)C#N,4.384
CN=COC1(C)CC1C,2.9073
CN=COC1(C)CC1O,2.1589
CN=COC1(C)CCC1,3.0246
CN=COC1(C)COC1,2.4284
CN=COC1(CC1)C#C,2.7444
CN=COC1(CC1)C#N,3.5328
CN=COC1(CC1)C=O,3.9693
CN=COC12CC(C1)C2,2.9076
CN=COC12CN(C1)C2,1.7623
CN=COC12CC1CC2,2.6286
CN=COC12CC1OC2,2.3741
CN=CNC1=NCCO1,1.7625
CN=COC1C(C)C1C,2.6493
CN=COC1C(C)C1O,3.0633
CN=COC1C(O)C1O,2.085
CN=COC1C2CC1C2,2.7216
CN=COC1C2CC1O2,1.223
CN=COC1C2CCC12,2.9038
CN=COC1C2COC12,3.0144
CN=COC1CC(=O)C1,2.8469
CN=COC1CC(C)C1,2.9271
CN=COC1CC(O)C1,3.525
CN=COC1CN(C)C1,3.3615
CN=COC1CC1(C)C,2.717
CN=COC1CC1(C)O,2.566
CN=COC1CC1C#C,2.6811
CN=COC1CC1C#N,4.7731
CN=COC1CC1C=O,3.1126
CN=COC1CC2CC12,2.9587
CN=COC1CC2NC12,4.1973
CN=COC1CC2OC12,4.3174
CN=COC1CN2CC12,1.8711
CN=COC1CC=CC1,2.8671
CN=COC1CN=CO1,2.9492
CN=COC1CCC1=O,3.2955
CN=COC1CNC1=O,3.2639
CN=COC1COC1=N,2.1993
CN=COC1COC1=O,3.1745
CN=COC1CCC1C,2.725
CN=COC1CCC1O,2.1431
CN=COC1COC1C,2.7652
CN=COC1CCC=C1,2.9063
CN=COC1OCC=C1,2.78
CN=COC1CCCC1,2.7983
CN=COC1CCCO1,2.4051
CN=COC1CCOC1,2.7367
CN=COCC#CC#C,2.8091
CN=COCC#CC#N,4.0723
CN=COCC#CC=O,2.2006
CN=COCC(=O)C#C,4.4968
CN=COCC(=O)C#N,2.553
CN=COCC(=O)C=O,2.4629
CN=COCC(C)(C)C,2.6422
CN=COCC(C)(C)O,1.678
CN=COCC(C)C#C,2.2511
CN=COCC(C)C#N,2.4728
CN=COCC(N)C#N,5.2019
CN=COCC(O)C#C,3.8875
CN=COCC(O)C#N,3.2526
CN=COCC(C)C=O,0.7215
CN=COCC(O)C=O,2.8629
CN=COCC1(C)CC1,2.7156
CN=COCC1(C)CN1,1.9484
CN=COCC1(C)CO1,3.1874
CN=COCC1(O)CC1,2.2997
CN=COCC1CC1C,3.0036
CN=COCC1CC1O,2.9097
CN=COCC1CN1C,3.4456
CN=COCC1NC1C,3.4453
CN=COCC1OC1C,3.7211
CN=COCC1CCC1,2.7719
CN=COCC1CCO1,4.1075
CN=COCC1COC1,2.4875
CN=COCCC#CC,3.077
C[NH+]=CNCCC([O-])=O,8.4809
CN=COCCC(C)=O,1.4524
CN=COCCC(N)=O,2.5532
NC=[NH+]CCCC([O-])=O,21.9326
CN=COCCC(C)C,2.9534
CN=COCCC(C)O,2.0845
CN=COCCC1CC1,2.945
CN=COCCC1CO1,2.0526
CN=COCCN1CC1,4.0046
CN=COCCCC#C,2.8055
CN=COCCCC#N,4.9974
CN=COCCCC=O,2.98
CN=COCCNC=O,4.8304
CN=COCCOC=N,3.1097
CN=COCCOC=O,4.4603
CC#CC#CC#CCO,1.2051
CCC#CC#CC#CC,0.1549
CC(=O)C#CC#CCO,5.1411
CCC#CC#CC(C)=O,4.1662
CCC#CC#CC(N)=O,4.3207
NC(=O)C#CC#CCO,5.5297
[NH3+]CC#CC#CC([O-])=O,22.6486
CC(C)C#CC#CCO,1.2409
CC(O)C#CC#CCO,1.595
CCC#CC#CC(C)C,0.1046
CCC#CC#CC(C)O,1.9839
CCC#CC#CC1CC1,0.2853
CCC#CC#CC1CN1,2.0793
CCC#CC#CC1CO1,2.1411
OCC#CC#CC1CC1,1.2318
OCC#CC#CC1CN1,1.0385
OCC#CC#CC1CO1,1.3015
CCC#CC#CCC#C,0.9026
CCC#CC#CCC#N,4.4888
OCC#CC#CCC#C,1.4607
OCC#CC#CCC#N,3.7029
CCC#CC#CCC=O,3.0378
OCC#CC#CCC=O,1.9504
CC#CC(=O)C#CCO,5.4462
CCC#CC(=O)C#CC,4.2766
CC(=O)C(=O)C#CCO,1.0438
CCC#CC(=O)C(C)=O,1.7348
CCC#CC(=O)C(N)=N,1.3473
CCC#CC(=O)C(N)=O,0.7037
NC(=N)C(=O)C#CCO,2.6258
NC(=O)C(=O)C#CCO,1.3155
CC(C)C(=O)C#CCO,2.7443
CC(O)C(=O)C#CCO,3.0011
CCC#CC(=O)C(C)C,3.5575
CCC#CC(=O)C(C)O,4.4944
CCC#CC(=O)N(C)C,3.882
CN(C)C(=O)C#CCO,3.632
CCC#CC(=O)C1CC1,3.4519
CCC#CC(=O)C1CN1,3.8037
CCC#CC(=O)C1CO1,3.2778
CCC#CC(=O)N1CC1,3.8285
OCC#CC(=O)C1CC1,2.9759
OCC#CC(=O)C1CN1,2.8967
OCC#CC(=O)C1CO1,1.6821
OCC#CC(=O)N1CC1,2.5563
CCC#CC(=O)CC#C,4.026
CCC#CC(=O)CC#N,7.3478
OCC#CC(=O)CC#C,3.8749
OCC#CC(=O)CC#N,7.5028
CCC#CC(=N)NC=O,5.5529
CCC#CC(=O)NC=N,5.8571
CCC#CC(=O)NC=O,6.8371
CCC#CC(=O)OC=N,2.2243
OCC#CC(=N)NC=O,3.5921
OCC#CC(=O)NC=N,4.3966
OCC#CC(=O)NC=O,5.2239
OCC#CC(=O)OC=N,3.0326
CCC#CC(C#C)C#C,0.9453
CCC#CC(C#C)C#N,3.992
[NH3+]CC#C[C-](C#C)C#N,4.8215
[NH3+]CC#C[C-](C#N)C#N,8.2587
OCC#CC(C#C)C#C,1.1605
OCC#CC(C#C)C#N,2.5352
CC(C)(C#C)C#CCO,1.3109
CC(C)(C#N)C#CCO,2.8435
CC(N)(C#N)C#CCO,3.4186
CC(O)(C#C)C#CCO,1.219
CC(O)(C#N)C#CCO,4.8168
CCC#CC(C)(C)C#C,0.6619
CCC#CC(C)(C)C#N,4.0645
CCC#CC(C)(N)C#N,3.0319
CCC#CC(C)(O)C#C,1.8095
CCC#CC(C)(O)C#N,4.0869
CC(C)(C=O)C#CCO,2.5876
CC(O)(C=O)C#CCO,1.7982
CCC#CC(C)(C)C=O,2.8075
CCC#CC(C)(O)C=O,3.6913
CC(C)(CO)C#CCO,1.0433
CC(O)(CO)C#CCO,2.1309
CCC#CC(C)(C)CC,0.1288
CCC#CC(C)(C)CO,1.4652
CCC#CC(C)(C)OC,0.9508
CCC#CC(C)(O)CC,1.7794
CCC#CC(C)(O)CO,2.7156
CCC(C)(C)C#CCO,1.2763
CCC(C)(O)C#CCO,1.3455
COC(C)(C)C#CCO,1.1517
CC#CC(C)C#CCO,1.5053
CC#CC(O)C#CCO,2.2358
CCC#CC(C)C#CC,0.2221
CCC#CC(O)C#CC,2.1109
CC(=O)C(O)C#CCO,1.6615
CC(C#CC[NH3+])C([O-])=O,5.5612
CC(C#CCO)C(C)=O,1.7476
CC(C#CCO)C(N)=O,2.4619
CCC#CC(C)C(C)=O,3.0132
CCC#CC(C)C(N)=O,3.9002
CCC#CC(N)C(N)=O,4.1619
CCC#CC([NH3+])C([O-])=O,5.0511
CCC#CC(O)C(C)=O,3.3017
CCC#CC(O)C(N)=O,4.4783
NC(=O)C(O)C#CCO,2.7314
NC(C#CCO)C(N)=O,2.4165
[NH3+]C(C#CCO)C([O-])=O,3.8189
[NH3+]CC#CC(O)C([O-])=O,4.3587
CC(C)C(C)C#CCO,1.1837
CC(C)C(O)C#CCO,1.3637
CC(O)C(C)C#CCO,0.9896
CC(O)C(O)C#CCO,1.3632
CCC#CC(C)C(C)C,0.1456
CCC#CC(C)C(C)O,1.3167
CCC#CC(O)C(C)C,1.9627
CCC#CC(O)C(C)O,3.0994
CC(C#CCO)C1CC1,1.9721
CC(C#CCO)C1CO1,1.8986
CC(C#CCO)N1CC1,1.7306
CCC#CC(C)C1CC1,0.1702
CCC#CC(C)C1CO1,1.9731
CCC#CC(C)N1CC1,1.5992
CCC#CC(O)C1CC1,1.954
CCC#CC(O)C1CN1,2.7251
CCC#CC(O)C1CO1,1.5645
OCC#CC(O)C1CC1,1.5237
OCC#CC(O)C1CN1,0.916
OCC#CC(O)C1CO1,1.2392
CC(CC#C)C#CCO,1.7622
CC(CC#N)C#CCO,3.1831
CCC#CC(C)CC#C,0.8092
CCC#CC(C)CC#N,4.3414
CCC#CC(N)CC#N,4.1237
CCC#CC(O)CC#C,2.4699
CCC#CC(O)CC#N,5.9267
NC(CC#N)C#CCO,4.459
OCC#CC(O)CC#C,1.4616
OCC#CC(O)CC#N,4.4642
CC(CC=O)C#CCO,2.9417
CC(NC=O)C#CCO,2.526
CC(OC=N)C#CCO,2.0592
CC(OC=O)C#CCO,2.8769
CCC#CC(C)CC=O,2.9064
CCC#CC(C)NC=O,3.9983
CCC#CC(C)OC=N,3.9035
CCC#CC(C)OC=O,4.3942
CCC#CC(O)CC=O,4.0403
OCC#CC(O)CC=O,1.9595
CCC#CC(C=O)C#C,2.7173
CCC#CC(C=O)C#N,4.0396
OCC#CC(C=O)C#C,3.8199
OCC#CC(C=O)C#N,2.3753
CCC#CC(C=O)C=O,4.3395
OCC#CC(C=O)C=O,2.385
CCC#CC(CC)C#C,0.6509
CCC#CC(CC)C#N,4.0226
CCC#CC(CO)C#C,1.6446
CCC#CC(CO)C#N,3.6164
CCC#CC(NC)C#N,4.7369
CCC#CC(OC)C#C,0.8739
CCC#CC(OC)C#N,3.5289
CCC(C#C)C#CCO,1.4258
CCC(C#N)C#CCO,2.684
CNC(C#N)C#CCO,2.8811
COC(C#C)C#CCO,1.3238
COC(C#N)C#CCO,2.1816
OCC#CC(CO)C#C,2.0389
OCC#CC(CO)C#N,1.8349
CCC#CC(CC)C=O,2.7751
CCC#CC(CO)C=O,3.232
CCC#CC(NC)C=O,3.6156
CCC#CC(OC)C=O,1.9151
CCC(C=O)C#CCO,2.4761
CNC(C=O)C#CCO,1.4055
COC(C=O)C#CCO,2.3454
OCC#CC(CO)C=O,2.8936
CCC#CC(CC)CC,0.1769
CCC#CC(CC)CO,1.5049
CCC#CC(CC)OC,1.3652
CCC#CC(CO)CO,3.3329
CCC#CC(CO)OC,1.9938
CCC(CC)C#CCO,1.2539
CCC(CO)C#CCO,1.1246
CCC(OC)C#CCO,1.0057
COC(CO)C#CCO,1.0106
OCC#CC(CO)CO,2.6402
CC1(CC1O)C#CCO,1.2054
CC1CC1(C)C#CCO,1.0493
CC1CC1(O)C#CCO,1.3468
CC1NC1(C)C#CCO,1.2052
CC1OC1(C)C#CCO,2.5017
CCC#CC1(C)CC1C,0.0623
CCC#CC1(C)CC1O,1.8718
CCC#CC1(C)CN1C,1.4359
CCC#CC1(C)NC1C,1.409
CCC#CC1(C)OC1C,1.994
CCC#CC1(O)CC1C,1.568
CCC#CC1(O)CC1O,1.9305
CN1CC1(C)C#CCO,2.2417
OCC#CC1(O)CC1O,2.6718
CC1(CCC1)C#CCO,1.1567
CC1(CCO1)C#CCO,1.3061
CC1(COC1)C#CCO,3.0797
CCC#CC1(C)CCC1,0.0837
CCC#CC1(C)CCO1,1.7527
CCC#CC1(C)COC1,2.0225
CCC#CC1(O)CCC1,1.8274
CCC#CC1(O)COC1,3.1766
NC1(COC1)C#CCO,3.2374
OCC#CC1(O)CCC1,0.9417
OCC#CC1(O)COC1,3.3982
CCC#CC1(CC)CC1,0.081
CCC#CC1(CC)CN1,1.7567
CCC#CC1(CC)CO1,1.9433
CCC#CC1(CC1)OC,1.3927
CCC#CC1(CO)CC1,1.7942
CCC#CC1(CO)CN1,2.3329
CCC#CC1(CO)CO1,1.735
CCC1(CC1)C#CCO,1.2591
CCC1(CN1)C#CCO,2.078
CCC1(CO1)C#CCO,0.8583
COC1(CC1)C#CCO,1.7066
OCC#CC1(CO)CC1,2.3066
OCC#CC1(CO)CN1,2.5436
OCC#CC1(CO)CO1,1.8684
CCC#CC1(CC1)C#C,0.9091
CCC#CC1(CC1)C#N,4.4098
CCC#CC1(CN1)C#C,2.2909
CCC#CC1(CN1)C#N,5.4874
CCC#CC1(CO1)C#C,2.0137
CCC#CC1(CO1)C#N,4.3884
OCC#CC1(CC1)C#C,1.4267
OCC#CC1(CC1)C#N,2.9589
OCC#CC1(CN1)C#C,0.9205
OCC#CC1(CN1)C#N,3.6361
OCC#CC1(CO1)C#C,2.257
OCC#CC1(CO1)C#N,2.8609
CCC#CC1(CC1)C=O,2.9497
CCC#CC1(CN1)C=O,3.2278
CCC#CC1(CO1)C=O,2.3099
OCC#CC1(CC1)C=O,2.9078
OCC#CC1(CN1)C=O,2.0357
OCC#CC1(CO1)C=O,1.7262
CCC#CC12CC(C1)C2,0.2689
