smiles,gap
COCCCNCC#N,0.2704
COCCCOCC#C,0.2863
COCCCOCC#N,0.2715
COCCNCCC#N,0.2746
COCCOCCC#C,0.309
COCCOCCC#N,0.2953
OCCCCCCC#C,0.3165
OCCCCCCC#N,0.3068
OCCCCNCC#N,0.2707
OCCCCOCC#C,0.2891
OCCCCOCC#N,0.2824
OCCCOCCC#C,0.3118
OCCCOCCC#N,0.3032
OCCOCCCC#C,0.3151
OCCOCCCC#N,0.301
CCCCCCCC=O,0.2289
CCCCCCNC=O,0.2834
CCCCCCOC=O,0.2865
CCCCCOCC=O,0.2292
CCCCOCCC=O,0.2283
CCCOCCCC=O,0.2301
CCCOCCNC=O,0.2831
CCCOCCOC=O,0.2848
CCOCCCCC=O,0.229
CCOCCCNC=O,0.2838
CCOCCCOC=O,0.2713
CCOCCOCC=O,0.2294
COCCCCCC=O,0.2291
COCCCCNC=O,0.2825
COCCCCOC=O,0.2695
COCCCOCC=O,0.2294
COCCOCCC=O,0.2283
OCCCCCCC=O,0.229
OCCCCCNC=O,0.2834
OCCCCCOC=O,0.2806
OCCCCOCC=O,0.2293
OCCCOCCC=O,0.2284
OCCOCCCC=O,0.2301
OCCOCCNC=O,0.2828
OCCOCCOC=N,0.2874
OCCOCCOC=O,0.2806
CCCCCCCCC,0.3824
CCCCCCCCO,0.3427
CCCCCCCOC,0.3381
CCCCCCOCC,0.3369
CCCCCOCCC,0.337
CCCCCOCCO,0.343
CCCCOCCCC,0.3371
CCCCOCCCO,0.3275
CCCCOCCOC,0.3363
CCCOCCCCO,0.3286
CCCOCCCOC,0.3354
CCCOCCOCC,0.3365
CCOCCCCCO,0.3284
CCOCCCCOC,0.3391
CCOCCCOCC,0.3348
CCOCCOCCO,0.3339
COCCCCCCO,0.3306
COCCCCCOC,0.3378
COCCCOCCO,0.3365
COCCOCCCO,0.3278
COCCOCCOC,0.3297
OCCCCCCCO,0.3416
OCCCCOCCO,0.3364
OCCCOCCCO,0.3276
C1C2C3OC22CC1CC32,0.2129
C1C2C3OC22CC1OC32,0.2086
C1C2OC3C4NC13C4O2,0.1909
C1C2OC3C4OC13C4O2,0.2056
C#CC#CC1=CC=NN1,0.1782
C#CC#CC1=CC=NO1,0.1735
C#CC#CC1=CN=NO1,0.1718
C#CC#CC1=CNN=C1,0.1898
C#CC#CC1=CNN=N1,0.1912
C#CC#CC1=CON=C1,0.1876
C#CC#CC1=CON=N1,0.1846
C#CC#CC1=NC=NO1,0.1793
C#CC#CC1=NNC=C1,0.1896
C#CC#CC1=NNC=N1,0.1907
C#CC#CC1=NNN=C1,0.189
C#CC#CC1=NNN=N1,0.1913
C#CC#CC1=NOC=C1,0.1893
C#CC#CC1=NOC=N1,0.1882
C#CC#CC1=NON=C1,0.1828
C#CC#CC1=NON=N1,0.1783
C#CC1=C(C=NN1)C#C,0.1896
C#CC1=C(C=NN1)C#N,0.1994
C#CC1=C(C=NO1)C#C,0.1801
C#CC1=C(C=NO1)C#N,0.1895
C#CC1=C(N=NN1)C#C,0.1894
C#CC1=C(N=NO1)C#C,0.1755
C#CC1=C(N=NO1)C#N,0.1873
C#CC1=C(NN=C1)C#N,0.1912
C#CC1=C(ON=C1)C#N,0.1834
C#CC1=C(ON=N1)C#N,0.1773
C#CC1=C2CCN2N=C1,0.2291
C#CC1=C2CCN2N=N1,0.2302
C#CC1=CC(=NN1)C#C,0.2048
C#CC1=CC(=NN1)C#N,0.211
C#CC1=CC(=NO1)C#C,0.1984
C#CC1=CC(=NO1)C#N,0.1977
C#CC1=CNN=C1C#C,0.2135
C#CC1=CNN=C1C#N,0.2123
C#CC1=CON=C1C#C,0.2072
C#CC1=CON=C1C#N,0.2014
C#CC1=NC(=NO1)C#C,0.2001
C#CC1=NC(=NO1)C#N,0.2072
C#CC1=NN2CCC2=C1,0.2207
C#CC1=NN2CCC2=N1,0.2221
C#CC1=NN=C(N1)C#C,0.1936
C#CC1=NN=C(O1)C#C,0.189
C#CC1=NNC(=C1)C#N,0.2026
C#CC1=NNC=C1C#N,0.2218
C#CC1=NNN=C1C#C,0.2121
C#CC1=NNN=C1C#N,0.2158
C#CC1=NOC(=C1)C#N,0.2016
C#CC1=NOC(=N1)C#N,0.1971
C#CC1=NOC=C1C#N,0.2221
C#CC1=NON=C1C#C,0.203
C#CC1=NON=C1C#N,0.2043
C#CC1CC2=CC=NN12,0.252
C#CC1CC2=CN=NN12,0.2548
C#CC1CC2=NC=NN12,0.2624
C#CC1CN2N=CC=C12,0.2638
C#CC1CN2N=CN=C12,0.2713
C#CC1CN2N=NC=C12,0.2598
C#CCC1=CN=CN=N1,0.1643
C#CCC1=CN=NC=N1,0.1646
C#CCC1=CN=NN=N1,0.1643
C#CCC1=NC=CN=N1,0.1641
C#CCC1=NC=NN=N1,0.161
C#CCCC1=CC=NN1,0.2545
C#CCCC1=CC=NO1,0.2415
C#CCCC1=CN=NN1,0.2501
C#CCCC1=CN=NO1,0.2291
C#CCCC1=CNN=C1,0.2579
C#CCCC1=CNN=N1,0.2485
C#CCCC1=CON=C1,0.2434
C#CCCC1=CON=N1,0.2237
C#CCCC1=NC=NN1,0.2664
C#CCCC1=NC=NO1,0.2446
C#CCCC1=NNC=C1,0.2632
C#CCCC1=NNC=N1,0.2607
C#CCCC1=NNN=C1,0.25
C#CCCC1=NNN=N1,0.2359
C#CCCC1=NOC=C1,0.2516
C#CCCC1=NOC=N1,0.2382
C#CCCC1=NON=C1,0.2276
C#CCCC1=NON=N1,0.2025
C#CCCN1C=CC=N1,0.259
C#CCCN1C=CN=N1,0.2543
C#CCCN1C=NC=N1,0.2669
C#CCCN1C=NN=C1,0.2609
C#CCCN1C=NN=N1,0.2632
C#CCCN1N=CC=N1,0.2515
C#CCCN1N=CN=N1,0.2496
C#CCCN1N=NN=N1,0.2381
C#CCN=C1NC=NN1,0.2183
C#CCN=C1NC=NO1,0.2238
C#CCN=C1NN=NN1,0.2014
C#CCN=C1OC=NO1,0.234
C#CCN=C1ON=NO1,0.1973
C#CCNC1=CC=NN1,0.2391
C#CCNC1=CC=NO1,0.2233
C#CCNC1=CN=NN1,0.2307
C#CCNC1=CN=NO1,0.2106
C#CCNC1=CNN=C1,0.2207
C#CCNC1=CNN=N1,0.2137
C#CCNC1=CON=C1,0.2132
C#CCNC1=CON=N1,0.1942
C#CCNC1=NC=NN1,0.239
C#CCNC1=NC=NO1,0.2408
C#CCNC1=NNC=C1,0.2289
C#CCNC1=NNC=N1,0.2284
C#CCNC1=NNN=C1,0.2183
C#CCNC1=NNN=N1,0.2116
C#CCNC1=NOC=C1,0.2275
C#CCNC1=NOC=N1,0.2244
C#CCNC1=NON=C1,0.2095
C#CCOC1=CC=NN1,0.2279
C#CCOC1=CC=NO1,0.2371
C#CCOC1=CN=NO1,0.2185
C#CCOC1=CNN=C1,0.2327
C#CCOC1=CNN=N1,0.2243
C#CCOC1=CON=C1,0.2269
C#CCOC1=CON=N1,0.2029
C#CCOC1=NC=NO1,0.2578
C#CCOC1=NNC=C1,0.2474
C#CCOC1=NNC=N1,0.2491
C#CCOC1=NNN=C1,0.2355
C#CCOC1=NNN=N1,0.2308
C#CCOC1=NOC=C1,0.2516
C#CCOC1=NOC=N1,0.2483
C#CCOC1=NON=C1,0.2319
C#CCOC1=NON=N1,0.2173
C(C1CC1)C1=CC=NN1,0.2568
C(C1CC1)C1=CC=NO1,0.2438
C(C1CC1)C1=CN=NN1,0.2522
C(C1CC1)C1=CN=NO1,0.2335
C1CC1CC1=CNN=C1,0.2578
C(C1CC1)C1=CNN=N1,0.2507
C1CC1CC1=CON=C1,0.2453
C(C1CC1)C1=CON=N1,0.2303
C(C1CC1)C1=NC=NN1,0.2679
C(C1CC1)C1=NC=NO1,0.2609
C(C1CC1)C1=NNC=C1,0.2668
C(C1CC1)C1=NNC=N1,0.2682
C(C1CC1)C1=NNN=C1,0.2568
C(C1CC1)C1=NNN=N1,0.2579
C(C1CC1)C1=NOC=C1,0.2551
C(C1CC1)C1=NOC=N1,0.2647
C(C1CC1)C1=NON=C1,0.2525
C(C1CC1)C1=NON=N1,0.2319
C(C1CC1)N1C=CC=N1,0.2621
C(C1CC1)N1C=CN=N1,0.2585
C(C1CC1)N1C=NC=N1,0.2698
C(C1CC1)N1C=NN=C1,0.2656
C(C1CC1)N1C=NN=N1,0.2675
C(C1CC1)N1N=CC=N1,0.2568
C(C1CC1)N1N=CN=N1,0.2654
C(C1CC1)N1N=NN=N1,0.2696
C(C1CN1)C1=CC=NN1,0.2571
C(C1CN1)C1=CC=NO1,0.2393
C(C1CN1)C1=CN=NN1,0.2536
C(C1CN1)C1=CN=NO1,0.2261
C(C1CN1)C1=CNN=C1,0.2578
C(C1CN1)C1=CNN=N1,0.2279
C(C1CN1)C1=CON=C1,0.2415
C(C1CN1)C1=CON=N1,0.2072
C(C1CN1)C1=NC=NN1,0.2681
C(C1CN1)C1=NC=NO1,0.2287
C(C1CN1)C1=NNC=C1,0.2636
C(C1CN1)C1=NNC=N1,0.2418
C(C1CN1)C1=NNN=C1,0.2406
C(C1CN1)C1=NNN=N1,0.2061
C(C1CN1)C1=NOC=C1,0.2424
C(C1CN1)C1=NOC=N1,0.2191
C(C1CN1)C1=NON=C1,0.2179
C(C1CN1)C1=NON=N1,0.1849
C(C1CN1)N1C=CC=N1,0.2595
C(C1CN1)N1C=CN=N1,0.2561
C(C1CN1)N1C=NC=N1,0.2684
C(C1CN1)N1C=NN=C1,0.2621
C(C1CN1)N1C=NN=N1,0.2621
C(C1CN1)N1N=CC=N1,0.2466
C(C1CN1)N1N=CN=N1,0.2191
C(C1CN1)N1N=NN=N1,0.2092
C(C1CO1)C1=CC=NN1,0.2565
C(C1CO1)C1=CC=NO1,0.2437
C(C1CO1)C1=CN=NN1,0.2533
C(C1CO1)C1=CN=NO1,0.2331
C(C1CO1)C1=CNN=C1,0.2598
C(C1CO1)C1=CNN=N1,0.2505
C(C1CO1)C1=CON=C1,0.2464
C(C1CO1)C1=CON=N1,0.2297
C(C1CO1)C1=NC=NN1,0.2651
C(C1CO1)C1=NC=NO1,0.2525
C(C1CO1)C1=NNC=C1,0.2665
C(C1CO1)C1=NNC=N1,0.2624
C(C1CO1)C1=NNN=C1,0.2568
C(C1CO1)C1=NNN=N1,0.2417
C(C1CO1)C1=NOC=C1,0.2535
C(C1CO1)C1=NOC=N1,0.2457
C(C1CO1)C1=NON=C1,0.243
C(C1CO1)C1=NON=N1,0.2122
C(C1CO1)N1C=CC=N1,0.262
C(C1CO1)N1C=CN=N1,0.2571
C(C1CO1)N1C=NC=N1,0.2681
C(C1CO1)N1C=NN=C1,0.2648
C(C1CO1)N1C=NN=N1,0.2663
C(C1CO1)N1N=CC=N1,0.2546
C(C1CO1)N1N=CN=N1,0.2579
C(C1CO1)N1N=NN=N1,0.2502
C(N1CC1)C1=CC=NN1,0.2582
C(N1CC1)C1=CC=NO1,0.2311
C(N1CC1)C1=CN=NN1,0.2541
C(N1CC1)C1=CN=NO1,0.2251
C1CN1CC1=CNN=C1,0.2407
C(N1CC1)C1=CNN=N1,0.2425
C1CN1CC1=CON=C1,0.2368
C(N1CC1)C1=CON=N1,0.2172
C(N1CC1)C1=NC=NN1,0.2675
C(N1CC1)C1=NC=NO1,0.2239
C(N1CC1)C1=NNC=C1,0.235
C(N1CC1)C1=NNC=N1,0.2379
C(N1CC1)C1=NNN=C1,0.2394
C(N1CC1)C1=NOC=C1,0.2358
C(N1CC1)C1=NOC=N1,0.2174
C(N1CC1)C1=NON=C1,0.2137
C(N1CC1)C1=NON=N1,0.1856
C1=C2C=CC=CN2N=N1,0.1755
C1=C2C=CC=NN2N=N1,0.1694
C1=C2C=CN=CN2N=N1,0.1789
C1=C2C=CN=NN2N=N1,0.1628
C1=C2C=NC=CN2N=N1,0.178
C1=C2C=NC=NN2N=N1,0.1762
C1=C2N=CC=CN2N=N1,0.1697
C1=C2N=CC=NN2N=N1,0.1591
C1=C2N=CN=CN2N=N1,0.1737
C1=C2N=CN=NN2N=N1,0.1536
C1=CN2N=CC=CC2=C1,0.1565
C1=CN2N=CC=CC2=N1,0.1691
C1=CN2N=CC=NC2=C1,0.1456
C1=CN2N=CC=NC2=N1,0.1577
C1=CN2N=CN=CC2=C1,0.165
C1=CN2N=CN=CC2=N1,0.1769
C1=CN2N=NC=CC2=C1,0.1501
C1=CN2N=NC=CC2=N1,0.1629
C1=CN2N=NC=NC2=C1,0.1406
C1=CN2N=NC=NC2=N1,0.1534
C1=NC=C2C=CC=NN12,0.1539
C1=NC=C2C=CN=NN12,0.1467
C1=NC=C2C=NC=NN12,0.1621
C1=NC=C2N=CC=NN12,0.1425
C1=NC=C2N=CN=NN12,0.1367
C1=NN2C=CC=CC2=C1,0.1767
C1=NN2C=CC=CC2=N1,0.193
C1=NN2C=CC=NC2=C1,0.172
C1=NN2C=CC=NC2=N1,0.192
C1=NN2C=CN=CC2=C1,0.1773
C1=NN2C=CN=CC2=N1,0.1923
C1=NN2C=NC=CC2=C1,0.1824
C1=NN2C=NC=CC2=N1,0.1988
C1=NN2C=NC=NC2=C1,0.1781
C1=NN2C=NC=NC2=N1,0.1972
C1=NN2N=CC=CC2=C1,0.1714
C1=NN2N=CC=CC2=N1,0.1901
C1=NN2N=CC=NC2=C1,0.1622
C1=NN2N=CC=NC2=N1,0.1815
C1=NN2N=CN=CC2=C1,0.1761
C1=NN2N=CN=CC2=N1,0.1956
C1=NN2N=NC=CC2=C1,0.1667
C1=NN2N=NC=CC2=N1,0.1848
C1=NN2N=NC=NC2=C1,0.1587
C1=NN2N=NC=NC2=N1,0.1649
C1C2C=CC3=C2N1N=C3,0.1815
C1C2C=CC3=C2N1N=N3,0.174
C1C2CC1C1=C2NN=C1,0.2367
C1C2CC1C1=C2NN=N1,0.228
C1C2CC1C1=C2ON=C1,0.2199
C1C2CC1C1=C2ON=N1,0.1648
C1C2CC1C1=CC=NN21,0.2472
C1C2CC1C1=CN=NN21,0.2506
C1C2CC1C1=NC=NN21,0.2503
C1C2CC1C1=NNC=C21,0.2497
C1C2CC1C1=NNN=C21,0.2393
C1C2CC1C1=NOC=C21,0.2491
C1C2CC1C1=NON=C21,0.2468
C1C2CC3=C(C=NN3)C12,0.2404
C1C2CC3=C(C=NN3)N12,0.2311
C1C2CC3=C(C=NO3)C12,0.225
C1C2CC3=C(C=NO3)N12,0.2148
C1C2CC3=C(N=NN3)C12,0.2311
C1C2CC3=C(N=NN3)N12,0.2208
C1C2CC3=C(N=NO3)C12,0.2026
C1C2CC3=C(N=NO3)N12,0.1906
C1C2CC3=C(NN=C3)C12,0.2423
C1C2CC3=C(NN=C3)N12,0.2419
C1C2CC3=C(NN=N3)C12,0.2328
C1C2CC3=C(NN=N3)N12,0.2303
C1C2CC3=C(ON=C3)C12,0.2266
C1C2CC3=C(ON=C3)N12,0.2245
C1C2CC3=C(ON=N3)C12,0.2041
C1C2CC3=C(ON=N3)N12,0.1689
C1C2CC3=CC=NN3C12,0.257
C1C2CC3=CN=NN3C12,0.254
C1C2CC3=CNN=C3C12,0.2469
C1C2CC3=CNN=C3N12,0.239
C1C2CC3=CON=C3C12,0.2443
C1C2CC3=CON=C3N12,0.2386
C1C2CC3=NC=NN3C12,0.2597
C1C2CC3=NNC=C3C12,0.2429
C1C2CC3=NNC=C3N12,0.2331
C1C2CC3=NNN=C3C12,0.2359
C1C2CC3=NNN=C3N12,0.2261
C1C2CC3=NOC=C3C12,0.2338
C1C2CC3=NOC=C3N12,0.2232
C1C2CC3=NON=C3C12,0.2352
C1C2CC3=NON=C3N12,0.2199
C1C2CCC3=C2N1N=C3,0.1976
C1C2CCC3=C2N1N=N3,0.1852
N1=CC2=C(N3CC2C3)N1,0.2395
N1=CC2=C(N3CC2C3)O1,0.2218
C1C2CN1C1=C2N=NN1,0.2301
C1C2CN1C1=C2N=NO1,0.165
C1C2CN1C1=C2NN=C1,0.2357
C1C2CN1C1=C2NN=N1,0.2268
C1C2CN1C1=C2ON=C1,0.2188
C1C2CN1C1=C2ON=N1,0.1617
C1C2CN1C1=CC=NN21,0.2476
C1C2CN1C1=CN=NN21,0.2511
C1C2CN1C1=CNN=C21,0.25
C1C2CN1C1=CON=C21,0.249
C1C2CN1C1=NC=NN21,0.2462
C1C2CN1C1=NNC=C21,0.2514
C1C2CN1C1=NNN=C21,0.2401
C1C2CN1C1=NOC=C21,0.2522
C1C2CN1C1=NON=C21,0.2388
C1C2CN3N=CC=C3C12,0.2489
C1C2CN3N=CC=C3N12,0.2446
C1C2CN3N=CN=C3C12,0.2551
C1C2CN3N=CN=C3N12,0.2515
C1C2CN3N=NC=C3C12,0.2452
C1C2CN3N=NC=C3N12,0.24
C1C2CNC3=C2N1N=C3,0.182
C1C2CNC3=C2N1N=N3,0.1654
C1C2COC3=C2N1N=C3,0.1761
C1C2COC3=C2N1N=N3,0.1634
C1C2N1CC1=C2C=NN1,0.2349
C1C2N1CC1=C2C=NO1,0.2169
C1C2N1CC1=C2N=NN1,0.2234
C1C2N1CC1=C2N=NO1,0.1573
C1C2N1CC1=C2NN=C1,0.2348
C1C2N1CC1=C2NN=N1,0.2239
C1C2N1CC1=C2ON=C1,0.2174
C1C2N1CC1=C2ON=N1,0.1692
C1C2N1CC1=CNN=C21,0.2349
C1C2N1CC1=CON=C21,0.2272
C1C2N1CC1=NNC=C21,0.2326
C1C2N1CC1=NNN=C21,0.2217
C1C2N1CC1=NOC=C21,0.2212
C1C2N1CC1=NON=C21,0.2096
C1C2NC1C1=C2NN=C1,0.227
C1C2NC1C1=C2NN=N1,0.2182
C1C2NC1C1=C2ON=C1,0.2095
C1C2NC1C1=C2ON=N1,0.1602
C1C2NC1C1=NNC=C21,0.2374
C1C2NC1C1=NNN=C21,0.226
C1C2NC1C1=NOC=C21,0.2351
C1C2NC1C1=NON=C21,0.2251
C1C2NC2C2=C1C=NN2,0.2413
C1C2NC2C2=C1C=NO2,0.2274
C1C2NC2C2=C1N=NN2,0.2341
C1C2NC2C2=C1N=NO2,0.2067
C1C2NC2C2=C1NN=C2,0.2451
C1C2NC2C2=C1NN=N2,0.2364
C1C2NC2C2=C1ON=C2,0.23
C1C2NC2C2=C1ON=N2,0.1676
C1C2NC2C2=CC=NN12,0.2478
C1C2NC2C2=CN=NN12,0.2449
C1C2NC2C2=CNN=C12,0.2473
C1C2NC2C2=CON=C12,0.2367
C1C2NC2C2=NC=NN12,0.2532
C1C2NC2C2=NNC=C12,0.2501
C1C2NC2C2=NNN=C12,0.2397
C1C2NC2C2=NOC=C12,0.2414
C1C2NC2C2=NON=C12,0.2286
C1C2NC3=C(C=NN3)C12,0.228
C1C2NC3=C(C=NO3)C12,0.2106
C1C2NC3=C(N=NN3)C12,0.2149
C1C2NC3=C(N=NO3)C12,0.161
C1C2NC3=C(NN=C3)C12,0.2116
C1C2NC3=C(NN=N3)C12,0.1999
C1C2NC3=C(ON=C3)C12,0.195
C1C2NC3=C(ON=N3)C12,0.1753
C1C2NC3=CC=NN3C12,0.2361
C1C2NC3=CN=NN3C12,0.2296
C1C2NC3=CNN=C3C12,0.2148
C1C2NC3=CON=C3C12,0.2068
C1C2NC3=NC=NN3C12,0.2414
C1C2NC3=NNC=C3C12,0.2197
C1C2NC3=NNN=C3C12,0.2075
C1C2NC3=NOC=C3C12,0.222
C1C2NC3=NON=C3C12,0.2052
C1C2NCC3=C2N1N=C3,0.1845
C1C2NCC3=C2N1N=N3,0.1714
C1C2OC1C1=C2NN=C1,0.2363
C1C2OC1C1=C2NN=N1,0.2286
C1C2OC1C1=C2ON=C1,0.2203
C1C2OC1C1=C2ON=N1,0.1672
C1C2OC1C1=NNC=C21,0.2478
C1C2OC1C1=NNN=C21,0.2376
C1C2OC1C1=NOC=C21,0.2449
C1C2OC1C1=NON=C21,0.2372
C1C2OC2C2=C1C=NN2,0.2386
C1C2OC2C2=C1C=NO2,0.2253
C1C2OC2C2=C1N=NN2,0.2327
C1C2OC2C2=C1N=NO2,0.2054
C1C2OC2C2=C1NN=C2,0.2455
C1C2OC2C2=C1NN=N2,0.238
C1C2OC2C2=C1ON=C2,0.2308
C1C2OC2C2=C1ON=N2,0.1693
C1C2OC2C2=CC=NN12,0.2438
C1C2OC2C2=CN=NN12,0.2428
C1C2OC2C2=CNN=C12,0.2505
C1C2OC2C2=CON=C12,0.2412
C1C2OC2C2=NC=NN12,0.248
C1C2OC2C2=NNC=C12,0.2505
C1C2OC2C2=NNN=C12,0.2419
C1C2OC2C2=NOC=C12,0.2425
C1C2OC2C2=NON=C12,0.2407
C1C2OC3=C(C=NN3)C12,0.2409
C1C2OC3=C(C=NO3)C12,0.2234
C1C2OC3=C(N=NN3)C12,0.226
C1C2OC3=C(N=NO3)C12,0.1626
C1C2OC3=C(NN=C3)C12,0.2226
C1C2OC3=C(NN=N3)C12,0.212
C1C2OC3=C(ON=C3)C12,0.2059
C1C2OC3=C(ON=N3)C12,0.1855
C1C2OC3=CC=NN3C12,0.2488
C1C2OC3=CN=NN3C12,0.2412
C1C2OC3=CNN=C3C12,0.2263
C1C2OC3=CON=C3C12,0.2188
C1C2OC3=NC=NN3C12,0.2571
C1C2OC3=NNC=C3C12,0.2339
C1C2OC3=NNN=C3C12,0.2214
C1C2OC3=NOC=C3C12,0.2399
C1C2OC3=NON=C3C12,0.2225
C1C2OCC3=C2N1N=C3,0.1936
C1C2OCC3=C2N1N=N3,0.1833
C1C=CCC2=C1NN=C2,0.2454
C1C=CCC2=C1NN=N2,0.2407
C1C=CCC2=C1ON=C2,0.2348
C1C=CCC2=C1ON=N2,0.2188
C1C=CCC2=CC=NN12,0.2414
C1C=CCC2=CN=NN12,0.2465
C1C=CCC2=NC=NN12,0.2535
C1C=CCC2=NNC=C12,0.2494
C1C=CCC2=NNN=C12,0.2388
C1C=CCC2=NOC=C12,0.2384
C1C=CCC2=NON=C12,0.2228
C1CC(C1)C1=CC=NN1,0.251
C1CC(C1)C1=CC=NO1,0.2384
C1CC(C1)C1=CN=NN1,0.2489
C1CC(C1)C1=CN=NO1,0.2287
C1CC(C1)C1=CNN=C1,0.2554
C1CC(C1)C1=CNN=N1,0.2465
C1CC(C1)C1=CON=C1,0.2431
C1CC(C1)C1=CON=N1,0.2275
C1CC(C1)C1=NC=NN1,0.26
C1CC(C1)C1=NC=NO1,0.2547
C1CC(C1)C1=NNC=C1,0.2626
C1CC(C1)C1=NNC=N1,0.2596
C1CC(C1)C1=NNN=C1,0.2535
C1CC(C1)C1=NNN=N1,0.2538
C1CC(C1)C1=NOC=C1,0.2534
C1CC(C1)C1=NOC=N1,0.2616
C1CC(C1)C1=NON=C1,0.2494
C1CC(C1)C1=NON=N1,0.2359
C1CC(C1)N1C=CC=N1,0.2603
C1CC(C1)N1C=CN=N1,0.2566
C1CC(C1)N1C=NC=N1,0.2658
C1CC(C1)N1C=NN=C1,0.2648
C1CC(C1)N1C=NN=N1,0.2659
C1CC(C1)N1N=CC=N1,0.2523
C1CC(C1)N1N=CN=N1,0.2609
C1CC(C1)N1N=NN=N1,0.2698
C1CC(N1)C1=NC=NO1,0.2155
C1CC(N1)C1=NOC=N1,0.2115
C1CC(N1)C1=NON=N1,0.1789
C1CC(O1)C1=CC=NN1,0.2508
C1CC(O1)C1=CC=NO1,0.2313
C1CC(O1)C1=CN=NN1,0.2452
C1CC(O1)C1=CN=NO1,0.2199
C1CC(O1)C1=CNN=C1,0.2544
C1CC(O1)C1=CNN=N1,0.2464
C1CC(O1)C1=CON=C1,0.2413
C1CC(O1)C1=CON=N1,0.2235
C1CC(O1)C1=NC=NO1,0.2305
C1CC(O1)C1=NNC=C1,0.2556
C1CC(O1)C1=NNC=N1,0.2402
C1CC(O1)C1=NNN=C1,0.2441
C1CC(O1)C1=NOC=C1,0.2427
C1CC(O1)C1=NOC=N1,0.2263
C1CC(O1)C1=NON=C1,0.2233
C1CC(O1)C1=NON=N1,0.195
C1CC11CC2=CC=NN12,0.2623
C1CC11CC2=CN=NN12,0.2591
C1CC11CC2=NC=NN12,0.2677
C1CC11CN2N=CC=C12,0.2587
C1CC11CN2N=CN=C12,0.2655
C1CC11CN2N=NC=C12,0.2535
C1CC1C1=CN=CN=N1,0.1653
C1CC1C1=CN=NC=N1,0.1701
C1CC1C1=CN=NN=N1,0.1683
C1CC1C1=NC=CN=N1,0.1643
C1CC1C1=NC=NN=N1,0.164
C1CC1N=C1NC=NO1,0.2083
C1CC1N=C1NN=NN1,0.1927
C1CC1N=C1OC=NO1,0.2171
C1CC1N=C1ON=NO1,0.1839
C1CC1NC1=CC=NN1,0.2407
C1CC1NC1=CC=NO1,0.2245
C1CC1NC1=CN=NN1,0.2303
C1CC1NC1=CN=NO1,0.2105
C1CC1NC1=CNN=C1,0.2153
C1CC1NC1=CNN=N1,0.2104
C1CC1NC1=CON=C1,0.2039
C1CC1NC1=CON=N1,0.1898
C1CC1NC1=NC=NN1,0.2511
C1CC1NC1=NC=NO1,0.241
C1CC1NC1=NNC=C1,0.2262
C1CC1NC1=NNC=N1,0.2261
C1CC1NC1=NNN=C1,0.215
C1CC1NC1=NNN=N1,0.2077
C1CC1NC1=NOC=C1,0.2237
C1CC1NC1=NOC=N1,0.2217
C1CC1NC1=NON=C1,0.2051
C1CC1NC1=NON=N1,0.1921
C1CC1OC1=CC=NN1,0.2581
C1CC1OC1=CC=NO1,0.2361
C1CC1OC1=CN=NO1,0.2196
C1CC1OC1=CNN=C1,0.2333
C1CC1OC1=CNN=N1,0.2224
C1CC1OC1=CON=C1,0.2244
C1CC1OC1=CON=N1,0.2013
C1CC1OC1=NC=NO1,0.2556
C1CC1OC1=NNC=C1,0.2442
C1CC1OC1=NNC=N1,0.245
C1CC1OC1=NNN=C1,0.2324
C1CC1OC1=NNN=N1,0.2268
C1CC1OC1=NOC=C1,0.2461
C1CC1OC1=NOC=N1,0.2425
C1CC1OC1=NON=C1,0.2264
C1CC1OC1=NON=N1,0.2134
C1CC2=C(C=C1)N=NN2,0.1993
C1CC2=C(C=C1)N=NO2,0.1867
C1CC2=C(C=NN2)C=C1,0.1973
C1CC2=C(C=NO2)C=C1,0.1933
C1CC2=C(CN1)N=NO2,0.2087
C1CC2=C(CO1)C=NN2,0.2516
C1CC2=C(CO1)C=NO2,0.2379
C1CC2=C(CO1)N=NN2,0.2436
C1CC2=C(CO1)N=NO2,0.2224
C1CC2=C(CO1)NN=C2,0.2511
C1CC2=C(CO1)NN=N2,0.2431
C1CC2=C(CO1)ON=C2,0.2375
C1CC2=C(CO1)ON=N2,0.221
C1CC2=C(NN=C2)C=C1,0.1843
C1CC2=C(NN=N2)C=C1,0.1845
C1CC2=C(ON=C2)C=C1,0.179
C1CC2=C(ON=N2)C=C1,0.1749
C1CC2=CC=NN2C=C1,0.2039
C1CC2=CN=NC=C2C1,0.1879
C1CC2=CN=NN2C=C1,0.2106
C1CC2=CNN=C2C=C1,0.2028
C1CC2=CNN=C2CO1,0.2533
C1CC2=CON=C2C=C1,0.2089
C1CC2=CON=C2CO1,0.2408
C1CC2=NC=NN2C=C1,0.206
C1CC2=NNC=C2C=C1,0.2029
C1CC2=NNC=C2CO1,0.2539
C1CC2=NNN=C2C=C1,0.2011
C1CC2=NNN=C2CO1,0.2479
C1CC2=NOC=C2C=C1,0.2039
C1CC2=NOC=C2CO1,0.2417
C1CC2=NON=C2C=C1,0.2025
C1CC2=NON=C2CN1,0.2053
C1CC2=NON=C2CO1,0.236
C1CC2C1N1N=CC=C21,0.2578
C1CC2C1N1N=CN=C21,0.2634
C1CC2C1N1N=NC=C21,0.255
C1CCC2=C(C1)NN=C2,0.2497
C1CCC2=C(C1)NN=N2,0.2419
C1CCC2=C(C1)ON=C2,0.2365
C1CCC2=C(C1)ON=N2,0.2216
