smiles,lumo
CN1CC1(C[NH3+])C([O-])=O,0.0222
CN1CC1(CO)C(C)=O,-0.026
CN1CC1(CO)C(N)=O,0.0137
C[NH2+]C1(CC1C)C([O-])=O,0.0232
C[NH2+]C1(CC1N)C([O-])=O,0.0206
C[NH2+]C1(CC1O)C([O-])=O,0.0171
COC1(CC1C)C(C)=O,-0.0112
COC1(CC1C)C(N)=O,0.0295
COC1(CC1[NH3+])C([O-])=O,-0.0137
COC1(CC1O)C(C)=O,-0.0174
COC1(CC1O)C(N)=O,0.023
NC(=O)C1(CO)CC1O,0.0189
[NH3+]C1CC1(CO)C([O-])=O,-0.0391
[NH3+]CC1(CC1O)C([O-])=O,0.0272
CC(C)C1(CO)CC1C,0.0739
CC(C)C1(CO)CC1O,0.0644
CC(C)C1(CO)CN1C,0.0742
CC(C)C1(CO)NC1C,0.0636
CC(C)C1(CO)OC1C,0.0787
CC(O)C1(CO)CC1C,0.0603
CC(O)C1(CO)CC1O,0.0607
CC(O)C1(CO)CN1C,0.0701
CC(O)C1(CO)NC1C,0.0603
CC(O)C1(CO)OC1C,0.0659
CCC1(CC1C)C(C)C,0.0822
CCC1(CC1C)C(C)O,0.075
CCC1(CC1O)C(C)C,0.0775
CCC1(CC1O)C(C)O,0.0695
CCC1(CN1C)C(C)O,0.0849
CCC1(NC1C)C(C)O,0.0632
CCC1(OC1C)C(C)C,0.0791
CCC1(OC1C)C(C)O,0.0759
COC1(CC1C)C(C)C,0.0839
COC1(CC1C)C(C)O,0.0725
COC1(CC1O)C(C)C,0.0701
COC1(CC1O)C(C)O,0.0659
CC1CC1(CO)C1CC1,0.0728
CC1CC1(CO)C1CN1,0.0831
CC1CC1(CO)C1CO1,0.0698
CC1CC1(CO)N1CC1,0.0811
CC1NC1(CO)C1CC1,0.0647
CC1NC1(CO)C1CN1,0.0581
CC1NC1(CO)C1CO1,0.0637
CC1OC1(CO)C1CC1,0.0815
CC1OC1(CO)C1CN1,0.0711
CC1OC1(CO)C1CO1,0.0746
CCC1(CC1C)C1CC1,0.094
CCC1(CC1C)C1CO1,0.0844
CCC1(CC1C)N1CC1,0.0844
CCC1(CC1O)C1CC1,0.0819
CCC1(CC1O)C1CN1,0.074
CCC1(CC1O)C1CO1,0.0779
CCC1(CC1O)N1CC1,0.0803
CCC1(CN1C)C1CC1,0.09
CCC1(CN1C)C1CO1,0.0815
CCC1(NC1C)C1CN1,0.0736
CCC1(NC1C)C1CO1,0.0746
CCC1(OC1C)C1CC1,0.0842
CCC1(OC1C)C1CN1,0.0767
CCC1(OC1C)C1CO1,0.0758
CN1CC1(CO)C1CC1,0.0698
CN1CC1(CO)C1CN1,0.0644
CN1CC1(CO)C1CO1,0.0664
COC1(CC1C)C1CC1,0.0905
COC1(CC1C)C1CN1,0.0843
COC1(CC1C)C1CO1,0.0854
COC1(CC1O)C1CC1,0.0717
COC1(CC1O)C1CN1,0.0662
COC1(CC1O)C1CO1,0.0685
OCC1(CC1O)C1CC1,0.0649
OCC1(CC1O)C1CN1,0.0596
OCC1(CC1O)C1CO1,0.0714
OCC1(CC1O)N1CC1,0.054
CCC1(CC1C=O)C#C,-0.0296
CCC1(CC1C=O)C#N,-0.0459
CCC1(CN1C=O)C#C,-0.0051
CCC1(CN1C=O)C#N,-0.0267
CCC1(NC1C=O)C#C,-0.0389
CCC1(NC1C=O)C#N,-0.0557
CCC1(OC1C=O)C#C,-0.0533
CCC1(OC1C=O)C#N,-0.0686
CNC1(CC1C=O)C#N,-0.0537
COC1(CC1C=O)C#C,-0.0265
COC1(CC1C=O)C#N,-0.0433
NCC1(CN1C=O)C#N,-0.0224
OCC1(CC1C=O)C#C,-0.0349
OCC1(CC1C=O)C#N,-0.0413
OCC1(CN1C=N)C#N,-0.0141
OCC1(CN1C=O)C#C,-0.0131
OCC1(CN1C=O)C#N,-0.0311
OCC1(NC1C=O)C#C,-0.0455
OCC1(NC1C=O)C#N,-0.0621
OCC1(OC1C=O)C#C,-0.0568
OCC1(OC1C=O)C#N,-0.0744
CCC1(CC1C=O)C=O,-0.0496
CCC1(CN1C=O)C=O,-0.0463
CCC1(NC1C=O)C=O,-0.06
CCC1(OC1C=O)C=O,-0.0704
COC1(CC1C=O)C=O,-0.0488
OCC1(CC1C=O)C=O,-0.0575
OCC1(CN1C=O)C=O,-0.0575
OCC1(NC1C=O)C=O,-0.0605
OCC1(OC1C=O)C=O,-0.0782
CCC1(CC2CC12)C#C,0.0555
CCC1(CC2CC12)C#N,0.0373
CCC1(CC2CN12)C#C,0.0399
CCC1(CC2CN12)C#N,0.0207
CCC1(CC2NC12)C#C,0.052
CCC1(CC2NC12)C#N,0.0334
CCC1(CC2OC12)C#C,0.0439
CCC1(CC2OC12)C#N,0.0244
CCC1(CN2CC12)C#N,0.0272
CCC1(NC2CC12)C#N,0.0193
CCC1(OC2CC12)C#C,0.028
CCC1(OC2CC12)C#N,0.0088
CNC1(CC2CC12)C#N,0.0306
CNC1(CC2NC12)C#N,0.0259
CNC1(CC2OC12)C#N,0.0163
CNC1(CN2CC12)C#N,0.0185
COC1(CC2CC12)C#C,0.0376
COC1(CC2CC12)C#N,0.0193
COC1(CC2NC12)C#C,0.0345
COC1(CC2NC12)C#N,0.0158
COC1(CC2OC12)C#C,0.0262
COC1(CC2OC12)C#N,0.0063
COC1(CN2CC12)C#C,0.0265
COC1(CN2CC12)C#N,0.007
NCC1(CC2CN12)C#N,0.0176
NCC1(NC2CC12)C#N,0.0228
NCC1(OC2CC12)C#N,0.011
OCC1(CC2CC12)C#C,0.0435
OCC1(CC2CC12)C#N,0.0266
OCC1(CC2CN12)C#C,0.0279
OCC1(CC2CN12)C#N,0.0099
OCC1(CC2NC12)C#C,0.0493
OCC1(CC2NC12)C#N,0.0335
OCC1(CC2OC12)C#C,0.0328
OCC1(CC2OC12)C#N,0.0142
OCC1(CN2CC12)C#C,0.0344
OCC1(CN2CC12)C#N,0.0165
OCC1(NC2CC12)C#N,0.0121
OCC1(OC2CC12)C#C,0.0198
OCC1(OC2CC12)C#N,0.0008
CCC1(CC2CC12)C=O,-0.019
CCC1(CC2CN12)C=O,-0.0245
CCC1(CC2NC12)C=O,-0.0215
CCC1(CC2OC12)C=O,-0.0283
CCC1(CN2CC12)C=O,-0.0278
CCC1(OC2CC12)C=O,-0.0298
CNC1(CN2CC12)C=O,-0.0312
COC1(CC2CC12)C=O,-0.031
COC1(CC2NC12)C=O,-0.0352
COC1(CC2OC12)C=O,-0.0427
COC1(CN2CC12)C=O,-0.0394
OCC1(CC2CC12)C=O,-0.0323
OCC1(CC2CN12)C=O,-0.0401
OCC1(CC2NC12)C=O,-0.0355
OCC1(CC2OC12)C=O,-0.0426
OCC1(CN2CC12)C=O,-0.0406
OCC1(OC2CC12)C=O,-0.0471
CCC1(CC1)OC1CC1,0.0823
CCC1(CC2CC2)CC1,0.0877
CCC1(CC2CC2)CO1,0.0886
CCC1(CC1)CC1OC1,0.0822
CCC1(CC2CO2)CO1,0.0805
CCC1(CN2CC2)CC1,0.0831
CCC1(CN2CC2)CO1,0.0807
COC1(CC2CC2)CC1,0.0833
COC1(CC2CO2)CC1,0.0776
COC1(CN2CC2)CC1,0.0835
OCC1(CC1)OC1CC1,0.0857
OCC1(CC2CC2)CC1,0.0751
OCC1(CC2CC2)CN1,0.0658
OCC1(CC2CC2)CO1,0.0844
OCC1(CC1)CC1OC1,0.083
OCC1(CC2CO2)CN1,0.0552
OCC1(CC2CO2)CO1,0.0772
OCC1(CN2CC2)CC1,0.0749
OCC1(CN2CC2)CN1,0.0676
OCC1(CN2CC2)CO1,0.0739
CC1CC1(CO)CC=O,-0.0224
CC1CC1(CO)NC=O,0.0132
CC1CC1(CO)OC=N,0.0342
CC1CC1(CO)OC=O,0.017
CC1NC1(CO)CC=O,-0.0205
CC1OC1(CO)CC=O,-0.0286
CCC1(CC1C)NC=O,0.0304
CCC1(CC1C)OC=O,0.0063
CCC1(CC1O)NC=O,0.0244
CCC1(CC1O)OC=N,0.0228
CCC1(CC1O)OC=O,0.0044
CCC1(CC=O)CC1C,-0.0199
CCC1(CC=O)CC1O,-0.0204
CCC1(CC=O)CN1C,-0.0205
CCC1(CC=O)NC1C,-0.0296
CCC1(CC=O)OC1C,-0.0226
CN1CC1(CO)CC=O,-0.0106
COC1(CC=O)CC1C,-0.0185
COC1(CC=O)CC1O,-0.0262
OCC1(CC1O)NC=O,0.0036
OCC1(CC1O)OC=N,0.0231
OCC1(CC1O)OC=O,0.0063
OCC1(CC=O)CC1O,-0.0278
CCC1(CC=O)CCC1,-0.0211
CCC1(CC=O)CCO1,-0.0229
CCC1(CC=O)COC1,-0.0226
CCC1(CCC1)NC=O,0.0313
CCC1(CCC1)OC=O,0.0086
CCC1(COC1)NC=O,0.0181
CCC1(COC1)OC=N,0.017
CCC1(COC1)OC=O,-0.0015
COC1(CC=O)CCC1,-0.0191
COC1(CC=O)COC1,-0.0288
OCC1(CC=O)CCC1,-0.0418
OCC1(CC=O)CCO1,-0.0219
OCC1(CC=O)COC1,-0.0517
OCC1(CCC1)NC=O,0.0207
OCC1(CCC1)OC=N,0.0163
OCC1(CCC1)OC=O,0.0079
OCC1(COC1)NC=O,0.0191
OCC1(COC1)OC=N,0.0048
OCC1(COC1)OC=O,-0.013
CCC1(CC1)OC=NC,0.0271
CN=COC1(CO)CC1,0.0179
CCC1(CC=CC1)C#C,0.0245
CCC1(CC=CC1)C#N,0.0094
CCC1(CN=CN1)C#N,0.0106
CCC1(CN=CO1)C#C,0.0163
CCC1(CN=CO1)C#N,-0.0034
CNC1(CC=CC1)C#N,0.006
COC1(CC=CC1)C#C,0.0256
COC1(CC=CC1)C#N,0.0108
COC1(CN=CO1)C#C,0.0129
COC1(CN=CO1)C#N,-0.0065
NCC1(CN=CN1)C#N,0.0035
NCC1(CN=CO1)C#N,-0.0023
OCC1(CC=CC1)C#C,0.0213
OCC1(CC=CC1)C#N,0.0075
OCC1(CN=CN1)C#C,0.0224
OCC1(CN=CN1)C#N,0.0059
OCC1(CN=CO1)C#C,0.009
OCC1(CN=CO1)C#N,-0.0102
CCC1(CC=CC1)C=O,-0.0219
CCC1(CN=CO1)C=O,-0.0391
COC1(CC=CC1)C=O,-0.0287
COC1(CN=CO1)C=O,-0.0488
OCC1(CC=CC1)C=O,-0.0326
OCC1(CN=CN1)C=O,-0.0443
OCC1(CN=CO1)C=O,-0.0534
CCC1(CC1)NCC#N,0.0239
CCC1(CC1)OCC#C,0.0354
CCC1(CC1)OCC#N,0.0124
CCC1(CCC#C)CC1,0.058
CCC1(CCC#C)CO1,0.0573
CCC1(CCC#N)CC1,0.0382
CCC1(CCC#N)CN1,0.042
CCC1(CCC#N)CO1,0.0371
COC1(CCC#C)CC1,0.0603
COC1(CCC#N)CC1,0.04
OCC1(CC1)NCC#N,0.0263
OCC1(CC1)OCC#C,0.0263
OCC1(CC1)OCC#N,0.0123
OCC1(CCC#C)CC1,0.0582
OCC1(CCC#C)CN1,0.0542
OCC1(CCC#C)CO1,0.0503
OCC1(CCC#N)CC1,0.0386
OCC1(CCC#N)CN1,0.0369
OCC1(CCC#N)CO1,0.0349
CC#CC1(CO)CCC1,0.048
CC#CC1(CO)CCO1,0.0267
CC#CC1(CO)COC1,0.0375
CCC1(CCC1)C#CC,0.0579
CCC1(CCO1)C#CC,0.0355
CCC1(COC1)C#CC,0.0479
CNC1(COC1)C#CC,0.0443
COC1(CCC1)C#CC,0.0432
COC1(COC1)C#CC,0.0329
CC(=O)C1(CO)CCC1,-0.0088
CC(=O)C1(CO)CCO1,-0.0322
CC(=O)C1(CO)COC1,-0.0198
CCC1(CCC1)C(C)=O,-0.0074
CCC1(CCC1)C(N)=O,0.0323
CCC1(CC[NH2+]1)C([O-])=O,0.0205
CCC1(CCO1)C(C)=O,-0.0158
CCC1(CCO1)C(N)=O,0.0314
CCC1(C[NH2+]C1)C([O-])=O,0.0197
CCC1(COC1)C(C)=O,-0.0209
CCC1(COC1)C(N)=O,0.0236
C[NH2+]C1(CCC1)C([O-])=O,0.0185
CNC1(C[NH2+]C1)C([O-])=O,0.0177
CNC1(COC1)C(C)=O,-0.023
CNC1(COC1)C(N)=O,0.0128
C[NH2+]C1(COC1)C([O-])=O,0.0049
COC1(CCC1)C(C)=O,-0.0162
COC1(CCC1)C(N)=O,0.0266
COC1(C[NH2+]C1)C([O-])=O,0.0155
COC1(COC1)C(C)=O,-0.0277
COC1(COC1)C(N)=O,0.02
NC(=O)C1(CO)CCC1,0.0382
NC(=O)C1(CO)CCO1,0.0146
NC(=O)C1(CO)COC1,0.0271
[NH3+]CC1(CCC1)C([O-])=O,0.0293
[NH3+]CC1(CCO1)C([O-])=O,0.012
[NH3+]CC1(COC1)C([O-])=O,0.0181
OCC1(CC[NH2+]1)C([O-])=O,0.0029
OCC1(C[NH2+]C1)C([O-])=O,0.0066
CC(C)C1(CO)CCC1,0.0752
CC(C)C1(CO)CCO1,0.0748
CC(C)C1(CO)COC1,0.0678
CC(O)C1(CO)CCC1,0.0689
CC(O)C1(CO)CCO1,0.0592
CC(O)C1(CO)COC1,0.0568
CCC1(CCC1)C(C)C,0.076
CCC1(CCC1)C(C)O,0.071
CCC1(CCO1)C(C)C,0.0699
CCC1(CCO1)C(C)O,0.0702
CCC1(COC1)C(C)C,0.0721
CCC1(COC1)C(C)O,0.0663
CN(C)C1(CO)COC1,0.0636
COC1(CCC1)C(C)C,0.0759
COC1(CCC1)C(C)O,0.0651
COC1(COC1)C(C)C,0.067
COC1(COC1)C(C)O,0.0609
CCC1(CCC1)C1CC1,0.0834
CCC1(CCC1)C1CO1,0.0806
CCC1(CCO1)C1CC1,0.0845
CCC1(CCO1)C1CN1,0.0675
CCC1(CCO1)C1CO1,0.0665
CCC1(COC1)C1CC1,0.0773
CCC1(COC1)C1CO1,0.0747
CCC1(COC1)N1CC1,0.0733
COC1(CCC1)C1CC1,0.0845
COC1(CCC1)C1CN1,0.079
COC1(CCC1)C1CO1,0.0765
COC1(COC1)C1CC1,0.0756
COC1(COC1)C1CN1,0.0662
COC1(COC1)C1CO1,0.0673
OCC1(CCC1)C1CC1,0.076
OCC1(CCC1)C1CO1,0.0678
OCC1(CCC1)N1CC1,0.072
OCC1(CCO1)C1CC1,0.07
OCC1(CCO1)C1CN1,0.0608
OCC1(CCO1)C1CO1,0.0659
OCC1(COC1)C1CC1,0.0688
OCC1(COC1)C1CN1,0.0635
OCC1(COC1)C1CO1,0.0625
OCC1(COC1)N1CC1,0.0637
CCC1(CCC1=O)C#C,-0.0282
CCC1(CCC1=O)C#N,-0.0474
CCC1(CNC1=O)C#C,0.0217
CCC1(CNC1=O)C#N,0.0016
CCC1(COC1=N)C#C,0.015
CCC1(COC1=N)C#N,-0.0052
CCC1(COC1=O)C#C,-0.0019
CCC1(COC1=O)C#N,-0.0228
CCC1(NCC1=O)C#C,-0.0328
CCC1(NCC1=O)C#N,-0.0527
CCC1(OCC1=O)C#C,-0.0387
CCC1(OCC1=O)C#N,-0.0596
CNC1(CCC1=O)C#C,-0.0268
CNC1(CCC1=O)C#N,-0.0461
CNC1(CNC1=N)C#N,0.0036
CNC1(CNC1=O)C#C,0.014
CNC1(COC1=N)C#C,0.0066
CNC1(COC1=N)C#N,-0.0135
CNC1(COC1=O)C#C,-0.0089
CNC1(COC1=O)C#N,-0.03
COC1(CCC1=O)C#C,-0.0368
COC1(CCC1=O)C#N,-0.0572
COC1(CNC1=N)C#C,0.0118
COC1(CNC1=N)C#N,-0.0078
COC1(CNC1=O)C#C,0.004
COC1(COC1=N)C#C,-0.0042
COC1(COC1=N)C#N,-0.0255
COC1(COC1=O)C#C,-0.0194
COC1(COC1=O)C#N,-0.0417
[NH3+]CC1(C[N-]C1=O)C#N,-0.0524
NCC1(COC1=N)C#N,-0.0061
NCC1(COC1=O)C#N,-0.0233
OCC1(CCC1=O)C#C,-0.0391
OCC1(CCC1=O)C#N,-0.053
OCC1(CNC1=O)C#C,0.0123
OCC1(COC1=N)C#C,0.0056
OCC1(COC1=N)C#N,-0.0147
OCC1(COC1=O)C#C,-0.0109
OCC1(COC1=O)C#N,-0.0317
OCC1(NCC1=O)C#C,-0.0401
OCC1(NCC1=O)C#N,-0.0602
OCC1(OCC1=O)C#C,-0.0465
OCC1(OCC1=O)C#N,-0.0674
CCC1(CCC1=O)C=O,-0.0505
CCC1(CNC1=O)C=O,-0.0364
CCC1(COC1=N)C=O,-0.0413
CCC1(COC1=O)C=O,-0.0516
CCC1(NCC1=O)C=O,-0.0574
CCC1(OCC1=O)C=O,-0.0631
CNC1(CCC1=O)C=O,-0.0495
CNC1(CNC1=O)C=O,-0.0386
CNC1(COC1=N)C=O,-0.0435
CNC1(COC1=O)C=O,-0.0542
COC1(CCC1=O)C=O,-0.0537
COC1(CNC1=N)C=O,-0.0322
COC1(CNC1=O)C=O,-0.0405
COC1(COC1=N)C=O,-0.0449
COC1(COC1=O)C=O,-0.0564
OCC1(CCC1=O)C=O,-0.0575
OCC1(CNC1=O)C=O,-0.0427
OCC1(COC1=N)C=O,-0.0406
OCC1(COC1=O)C=O,-0.0567
OCC1(NCC1=O)C=O,-0.0628
OCC1(OCC1=O)C=O,-0.0747
CC1CCC1(CO)C#C,0.0417
CC1CCC1(CO)C#N,0.0242
CC1CNC1(CN)C#N,0.0278
CC1CNC1(CO)C#N,0.0155
CC1COC1(CN)C#N,0.0094
CC1COC1(CO)C#C,0.0181
CC1COC1(CO)C#N,-0.0011
CC1NCC1(CO)C#N,0.0205
CC1OCC1(CO)C#C,0.0317
CC1OCC1(CO)C#N,0.0131
CCC1(CCC1C)C#C,0.0517
CCC1(CCC1C)C#N,0.0331
CCC1(CCC1O)C#C,0.0493
CCC1(CCC1O)C#N,0.0295
CCC1(CCN1C)C#N,0.0246
CCC1(COC1C)C#C,0.042
CCC1(COC1C)C#N,0.022
CCC1(NCC1C)C#N,0.0245
CCC1(NCC1N)C#N,0.0242
CCC1(NCC1O)C#N,0.018
CCC1(OCC1C)C#C,0.0264
CCC1(OCC1C)C#N,0.0082
CCC1(OCC1N)C#N,0.0084
CCC1(OCC1O)C#C,0.0232
CCC1(OCC1O)C#N,0.0042
CN1CCC1(CN)C#N,0.029
CN1CCC1(CO)C#N,0.0175
CNC1(CCC1C)C#N,0.0307
CNC1(CCC1N)C#N,0.0287
CNC1(CCC1O)C#N,0.0257
CNC1(CNC1C)C#N,0.0267
CNC1(COC1C)C#N,0.0193
COC1(CCC1C)C#C,0.0404
COC1(CCC1C)C#N,0.0225
COC1(CCC1N)C#N,0.022
COC1(CCC1O)C#C,0.0313
COC1(CCC1O)C#N,0.0127
COC1(CNC1C)C#N,0.0177
COC1(COC1C)C#C,0.028
COC1(COC1C)C#N,0.0086
NC1CNC1(CO)C#N,0.0116
NC1COC1(CO)C#N,-0.0001
NCC1(NCC1N)C#N,0.0273
NCC1(NCC1O)C#N,0.0211
NCC1(OCC1N)C#N,0.0104
NCC1(OCC1O)C#N,0.0049
OCC1(CCC1O)C#C,0.0394
OCC1(CCC1O)C#N,0.0216
OCC1(NCC1O)C#C,0.0241
OCC1(NCC1O)C#N,0.0091
OCC1(OCC1O)C#C,0.0136
OCC1(OCC1O)C#N,-0.0056
CC1CCC1(CO)C=O,-0.0228
CC1COC1(CO)C=O,-0.0321
CC1OCC1(CO)C=O,-0.0305
CCC1(CCC1C)C=O,-0.0187
CCC1(CCC1O)C=O,-0.025
CCC1(COC1C)C=O,-0.0302
CCC1(NCC1O)C=O,-0.0325
CCC1(OCC1C)C=O,-0.0307
CCC1(OCC1O)C=O,-0.0312
CN1CCC1(CO)C=O,-0.0311
CNC1(COC1C)C=O,-0.0317
COC1(CCC1C)C=O,-0.0282
COC1(CCC1O)C=O,-0.036
COC1(COC1C)C=O,-0.0408
OCC1(CCC1O)C=O,-0.0387
OCC1(NCC1O)C=O,-0.0385
OCC1(OCC1O)C=O,-0.0355
CCC1(CC1)OCC=O,-0.0272
CCC1(CCC=O)CC1,-0.0191
CCC1(CCC=O)CO1,-0.0212
CCC1(CNC=O)CC1,0.0295
CCC1(CNC=O)CN1,0.0379
CCC1(CNC=O)CO1,0.0301
CCC1(COC=N)CO1,0.025
CCC1(COC=O)CC1,0.0087
CCC1(COC=O)CN1,0.0137
CCC1(COC=O)CO1,0.0075
COC1(CCC=O)CC1,-0.0179
COC1(CNC=O)CC1,0.0345
COC1(COC=N)CC1,0.0316
COC1(COC=O)CC1,0.0136
OCC1(CC1)OCC=O,-0.0271
OCC1(CCC=O)CC1,-0.0185
OCC1(CCC=O)CN1,-0.0185
OCC1(CCC=O)CO1,-0.0265
OCC1(CNC=O)CC1,0.0281
OCC1(CNC=O)CN1,0.0314
OCC1(CNC=O)CO1,0.028
OCC1(COC=N)CC1,0.0116
OCC1(COC=N)CN1,0.018
OCC1(COC=N)CO1,0.014
OCC1(COC=O)CC1,-0.0018
OCC1(COC=O)CN1,0.0018
OCC1(COC=O)CO1,-0.0044
CCC1(CCC=C1)C#C,0.0162
CCC1(CCC=C1)C#N,-0.0012
CCC1(CNC=N1)C#N,0.003
CCC1(COC=N1)C#C,0.0114
CCC1(COC=N1)C#N,-0.0084
CCC1(NCC=C1)C#N,-0.0065
CCC1(OCC=C1)C#C,0.007
CCC1(OCC=C1)C#N,-0.0123
CNC1(CCC=C1)C#N,-0.0046
COC1(CCC=C1)C#C,0.0026
COC1(CCC=C1)C#N,-0.0158
COC1(OCC=C1)C#C,-0.0015
COC1(OCC=C1)C#N,-0.0214
NCC1(CNC=N1)C#N,-0.0012
NCC1(COC=N1)C#N,-0.0128
NCC1(NCC=C1)C#N,-0.0049
NCC1(OCC=C1)C#N,-0.0125
OCC1(CCC=C1)C#C,0.0124
OCC1(CCC=C1)C#N,-0.0049
OCC1(CNC=N1)C#C,0.0104
OCC1(CNC=N1)C#N,-0.0074
OCC1(COC=N1)C#C,0.0006
OCC1(COC=N1)C#N,-0.0188
OCC1(NCC=C1)C#N,-0.0089
OCC1(OCC=C1)C#C,-0.0004
OCC1(OCC=C1)C#N,-0.0198
CCC1(CCC=C1)C=O,-0.0247
CCC1(COC=N1)C=O,-0.0343
CCC1(OCC=C1)C=O,-0.0302
COC1(CCC=C1)C=O,-0.0273
COC1(OCC=C1)C=O,-0.043
OCC1(CCC=C1)C=O,-0.0393
OCC1(CNC=N1)C=O,-0.0308
OCC1(COC=N1)C=O,-0.0349
OCC1(OCC=C1)C=O,-0.036
CCC1(CCCC1)C#C,0.0568
CCC1(CCCC1)C#N,0.0395
CCC1(CCCN1)C#N,0.0342
CCC1(CCCO1)C#C,0.0436
CCC1(CCCO1)C#N,0.0293
CCC1(CCOC1)C#C,0.0522
CCC1(CCOC1)C#N,0.0343
CCC1(COCO1)C#C,0.0315
CCC1(COCO1)C#N,0.0121
CCC1(OCCO1)C#C,0.0392
CCC1(OCCO1)C#N,0.0225
CNC1(CCCC1)C#N,0.0306
CNC1(CCOC1)C#N,0.028
COC1(CCCC1)C#C,0.043
COC1(CCCC1)C#N,0.0257
COC1(CCCO1)C#C,0.0415
COC1(CCCO1)C#N,0.0251
COC1(CCOC1)C#C,0.0336
COC1(CCOC1)C#N,0.0149
NCC1(CCCN1)C#N,0.0292
NCC1(CCCO1)C#N,0.0294
NCC1(COCO1)C#N,0.0157
NCC1(OCCO1)C#N,0.0269
OCC1(CCCC1)C#C,0.0485
OCC1(CCCC1)C#N,0.032
OCC1(CCCN1)C#N,0.0314
OCC1(CCCO1)C#C,0.0379
OCC1(CCCO1)C#N,0.0198
OCC1(CCOC1)C#C,0.0414
OCC1(CCOC1)C#N,0.0242
OCC1(COCO1)C#C,0.0261
OCC1(COCO1)C#N,0.0065
OCC1(OCCO1)C#C,0.0334
OCC1(OCCO1)C#N,0.0166
CCC1(CCCC1)C=O,-0.0192
CCC1(CCCO1)C=O,-0.0262
CCC1(CCOC1)C=O,-0.0263
CCC1(COCO1)C=O,-0.0345
CCC1(OCCO1)C=O,-0.0292
COC1(CCCC1)C=O,-0.0261
COC1(CCCO1)C=O,-0.0313
COC1(CCOC1)C=O,-0.0388
OCC1(CCCC1)C=O,-0.0293
OCC1(CCCO1)C=O,-0.0264
OCC1(CCOC1)C=O,-0.0358
OCC1(COCO1)C=O,-0.046
OCC1(OCCO1)C=O,-0.0353
CC1C2C3CC3C12CO,0.0673
CC1C2C3CN3C12CO,0.065
CC1C2C3NC3C12CO,0.0641
CC1C2C3OC3C12CO,0.0522
CC1C2N3CC3C12CO,0.0581
CC1N2C3CC3C12CO,0.0587
CCC12C(C)C1C1CC21,0.0781
CCC12C(C)C1C1CN21,0.0677
CCC12C(C)C1C1NC21,0.0733
CCC12C(C)C1C1OC21,0.0606
CCC12C(C)C1N1CC21,0.0664
CCC12C3CC3N1C2C,0.0699
CCC12C(O)C1C1CC21,0.0725
CCC12C(O)C1C1CN21,0.0635
CCC12C(O)C1C1NC21,0.0645
CCC12C(O)C1C1OC21,0.0488
CCC12C(O)C1N1CC21,0.0587
CCC12C3CC3C1N2C,0.0692
CCC12C3NC3C1N2C,0.0644
CCC12C3OC3C1N2C,0.0498
CN1C2C3CC3C12CO,0.059
CN1C2C3NC3C12CO,0.0553
CN1C2C3OC3C12CO,0.0418
COC12C(C)C1C1CC21,0.0796
COC12C(C)C1C1NC21,0.073
COC12C(C)C1C1OC21,0.0593
COC12C(C)C1N1CC21,0.0656
COC12C(O)C1C1CC21,0.0729
COC12C(O)C1C1NC21,0.0643
COC12C(O)C1C1OC21,0.0472
COC12C(O)C1N1CC21,0.0576
OCC12C(O)C1C1CC21,0.0623
OCC12C(O)C1C1CN21,0.061
OCC12C(O)C1C1NC21,0.0558
OCC12C(O)C1C1OC21,0.0414
OCC12C(O)C1N1CC21,0.0504
CC1C2CC(=O)C12CO,-0.0176
CC1C2NC(=O)C12CO,0.0073
CC1C2OC(=N)C12CO,0.0122
CC1C2OC(=O)C12CO,-0.0035
CC1N2CC(=O)C12CO,-0.0312
CCC12C(C)C1CC2=O,-0.0063
CCC12C(C)C1NC2=O,0.0109
CCC12C(C)C1OC2=N,0.0218
CCC12C(C)C1OC2=O,0.0038
CCC12C(C)N1CC2=O,-0.021
CCC12C(CC1=O)N2C,-0.018
CCC12C(O)C1CC2=O,-0.0068
CCC12C(O)C1NC2=O,0.0103
CCC12C(O)C1OC2=N,0.0129
CCC12C(O)C1OC2=O,-0.0058
CN1C2CC(=O)C12CO,-0.0286
CNC12C(C)C1OC2=N,0.0194
CNC12C(C)C1OC2=O,0.0014
CNC12C(N)C1OC2=N,0.0153
CNC12C(N)C1OC2=O,-0.0008
CNC12C(O)C1CC2=O,-0.0048
CNC12C(O)C1NC2=O,0.007
CNC12C(O)C1OC2=N,0.0109
CNC12C(O)C1OC2=O,-0.0077
COC12C(C)C1CC2=O,-0.0125
COC12C(C)C1NC2=N,0.0166
COC12C(C)C1NC2=O,0.004
COC12C(C)C1OC2=N,0.0152
COC12C(C)C1OC2=O,-0.0031
COC12C(N)C1NC2=N,0.0135
COC12C(N)C1OC2=O,-0.0056
COC12C(O)C1CC2=O,-0.0109
COC12C(O)C1NC2=N,0.016
COC12C(O)C1NC2=O,0.0025
COC12C(O)C1OC2=N,0.0068
COC12C(O)C1OC2=O,-0.0123
OCC12C(O)C1CC2=O,-0.0162
OCC12C(O)C1NC2=O,-0.0021
OCC12C(O)C1OC2=N,0.0086
OCC12C(O)C1OC2=O,-0.0108
CC1C2CC(C)C12CO,0.0688
CC1C2CC(O)C12CO,0.0582
CC1C2OC(C)C12CO,0.0637
CC1CC2C(O)C12CO,0.0708
CC1CC2N(C)C12CO,0.0758
CC1N2CC(C)C12CO,0.0741
CC1N2CC(O)C12CO,0.0573
CC1OC2C(O)C12CO,0.0596
