smiles,homo
COC1(CC1C)C(C)O,-0.2372
COC1(CC1O)C(C)C,-0.2271
COC1(CC1O)C(C)O,-0.226
CC1CC1(CO)C1CC1,-0.2461
CC1CC1(CO)C1CN1,-0.244
CC1CC1(CO)C1CO1,-0.257
CC1CC1(CO)N1CC1,-0.2309
CC1NC1(CO)C1CC1,-0.2434
CC1NC1(CO)C1CN1,-0.2526
CC1NC1(CO)C1CO1,-0.2518
CC1OC1(CO)C1CC1,-0.258
CC1OC1(CO)C1CN1,-0.2484
CC1OC1(CO)C1CO1,-0.2642
CCC1(CC1C)C1CC1,-0.2507
CCC1(CC1C)C1CO1,-0.2545
CCC1(CC1C)N1CC1,-0.2219
CCC1(CC1O)C1CC1,-0.2456
CCC1(CC1O)C1CN1,-0.2374
CCC1(CC1O)C1CO1,-0.255
CCC1(CC1O)N1CC1,-0.2231
CCC1(CN1C)C1CC1,-0.2209
CCC1(CN1C)C1CO1,-0.2291
CCC1(NC1C)C1CN1,-0.2345
CCC1(NC1C)C1CO1,-0.246
CCC1(OC1C)C1CC1,-0.2569
CCC1(OC1C)C1CN1,-0.2398
CCC1(OC1C)C1CO1,-0.2543
CN1CC1(CO)C1CC1,-0.2167
CN1CC1(CO)C1CN1,-0.2263
CN1CC1(CO)C1CO1,-0.2258
COC1(CC1C)C1CC1,-0.2395
COC1(CC1C)C1CN1,-0.2399
COC1(CC1C)C1CO1,-0.2482
COC1(CC1O)C1CC1,-0.2241
COC1(CC1O)C1CN1,-0.234
COC1(CC1O)C1CO1,-0.2383
OCC1(CC1O)C1CC1,-0.2486
OCC1(CC1O)C1CN1,-0.2415
OCC1(CC1O)C1CO1,-0.2544
OCC1(CC1O)N1CC1,-0.227
CCC1(CC1C=O)C#C,-0.246
CCC1(CC1C=O)C#N,-0.2667
CCC1(CN1C=O)C#C,-0.2556
CCC1(CN1C=O)C#N,-0.2757
CCC1(NC1C=O)C#C,-0.2473
CCC1(NC1C=O)C#N,-0.2693
CCC1(OC1C=O)C#C,-0.2604
CCC1(OC1C=O)C#N,-0.2812
CNC1(CC1C=O)C#N,-0.2528
COC1(CC1C=O)C#C,-0.2451
COC1(CC1C=O)C#N,-0.2645
NCC1(CN1C=O)C#N,-0.2633
OCC1(CC1C=O)C#C,-0.2538
OCC1(CC1C=O)C#N,-0.2588
OCC1(CN1C=N)C#N,-0.2683
OCC1(CN1C=O)C#C,-0.261
OCC1(CN1C=O)C#N,-0.2808
OCC1(NC1C=O)C#C,-0.2544
OCC1(NC1C=O)C#N,-0.2766
OCC1(OC1C=O)C#C,-0.2667
OCC1(OC1C=O)C#N,-0.2877
CCC1(CC1C=O)C=O,-0.2597
CCC1(CN1C=O)C=O,-0.2591
CCC1(NC1C=O)C=O,-0.2649
CCC1(OC1C=O)C=O,-0.2685
COC1(CC1C=O)C=O,-0.2562
OCC1(CC1C=O)C=O,-0.2659
OCC1(CN1C=O)C=O,-0.2618
OCC1(NC1C=O)C=O,-0.2642
OCC1(OC1C=O)C=O,-0.2761
CCC1(CC2CC12)C#C,-0.2472
CCC1(CC2CC12)C#N,-0.2737
CCC1(CC2CN12)C#C,-0.2349
CCC1(CC2CN12)C#N,-0.2548
CCC1(CC2NC12)C#C,-0.2328
CCC1(CC2NC12)C#N,-0.2495
CCC1(CC2OC12)C#C,-0.2525
CCC1(CC2OC12)C#N,-0.2762
CCC1(CN2CC12)C#N,-0.2533
CCC1(NC2CC12)C#N,-0.2366
CCC1(OC2CC12)C#C,-0.2413
CCC1(OC2CC12)C#N,-0.2635
CNC1(CC2CC12)C#N,-0.2355
CNC1(CC2NC12)C#N,-0.2328
CNC1(CC2OC12)C#N,-0.2404
CNC1(CN2CC12)C#N,-0.238
COC1(CC2CC12)C#C,-0.2482
COC1(CC2CC12)C#N,-0.2712
COC1(CC2NC12)C#C,-0.2348
COC1(CC2NC12)C#N,-0.2515
COC1(CC2OC12)C#C,-0.2527
COC1(CC2OC12)C#N,-0.2761
COC1(CN2CC12)C#C,-0.2373
COC1(CN2CC12)C#N,-0.2567
NCC1(CC2CN12)C#N,-0.2489
NCC1(NC2CC12)C#N,-0.2384
NCC1(OC2CC12)C#N,-0.2494
OCC1(CC2CC12)C#C,-0.2468
OCC1(CC2CC12)C#N,-0.2679
OCC1(CC2CN12)C#C,-0.2422
OCC1(CC2CN12)C#N,-0.2611
OCC1(CC2NC12)C#C,-0.2333
OCC1(CC2NC12)C#N,-0.2509
OCC1(CC2OC12)C#C,-0.2548
OCC1(CC2OC12)C#N,-0.2745
OCC1(CN2CC12)C#C,-0.2365
OCC1(CN2CC12)C#N,-0.255
OCC1(NC2CC12)C#N,-0.2494
OCC1(OC2CC12)C#C,-0.2517
OCC1(OC2CC12)C#N,-0.2745
CCC1(CC2CC12)C=O,-0.2449
CCC1(CC2CN12)C=O,-0.2429
CCC1(CC2NC12)C=O,-0.235
CCC1(CC2OC12)C=O,-0.251
CCC1(CN2CC12)C=O,-0.2402
CCC1(OC2CC12)C=O,-0.2398
CNC1(CN2CC12)C=O,-0.2254
COC1(CC2CC12)C=O,-0.2429
COC1(CC2NC12)C=O,-0.2388
COC1(CC2OC12)C=O,-0.2499
COC1(CN2CC12)C=O,-0.2406
OCC1(CC2CC12)C=O,-0.2515
OCC1(CC2CN12)C=O,-0.2475
OCC1(CC2NC12)C=O,-0.2413
OCC1(CC2OC12)C=O,-0.2592
OCC1(CN2CC12)C=O,-0.2472
OCC1(OC2CC12)C=O,-0.2472
CCC1(CC1)OC1CC1,-0.2369
CCC1(CC2CC2)CC1,-0.26
CCC1(CC2CC2)CO1,-0.256
CCC1(CC1)CC1OC1,-0.2555
CCC1(CC2CO2)CO1,-0.2619
CCC1(CN2CC2)CC1,-0.2308
CCC1(CN2CC2)CO1,-0.2384
COC1(CC2CC2)CC1,-0.2289
COC1(CC2CO2)CC1,-0.2479
COC1(CN2CC2)CC1,-0.2147
OCC1(CC1)OC1CC1,-0.2477
OCC1(CC2CC2)CC1,-0.2523
OCC1(CC2CC2)CN1,-0.2331
OCC1(CC2CC2)CO1,-0.2573
OCC1(CC1)CC1OC1,-0.2493
OCC1(CC2CO2)CN1,-0.2498
OCC1(CC2CO2)CO1,-0.2669
OCC1(CN2CC2)CC1,-0.2407
OCC1(CN2CC2)CN1,-0.2333
OCC1(CN2CC2)CO1,-0.2444
CC1CC1(CO)CC=O,-0.2463
CC1CC1(CO)NC=O,-0.2478
CC1CC1(CO)OC=N,-0.2496
CC1CC1(CO)OC=O,-0.2609
CC1NC1(CO)CC=O,-0.2448
CC1OC1(CO)CC=O,-0.2537
CCC1(CC1C)NC=O,-0.244
CCC1(CC1C)OC=O,-0.2689
CCC1(CC1O)NC=O,-0.2457
CCC1(CC1O)OC=N,-0.2556
CCC1(CC1O)OC=O,-0.2667
CCC1(CC=O)CC1C,-0.2437
CCC1(CC=O)CC1O,-0.2436
CCC1(CC=O)CN1C,-0.228
CCC1(CC=O)NC1C,-0.2434
CCC1(CC=O)OC1C,-0.2454
CN1CC1(CO)CC=O,-0.2315
COC1(CC=O)CC1C,-0.2431
COC1(CC=O)CC1O,-0.2336
OCC1(CC1O)NC=O,-0.2512
OCC1(CC1O)OC=N,-0.253
OCC1(CC1O)OC=O,-0.265
OCC1(CC=O)CC1O,-0.2389
CCC1(CC=O)CCC1,-0.2455
CCC1(CC=O)CCO1,-0.244
CCC1(CC=O)COC1,-0.2495
CCC1(CCC1)NC=O,-0.2439
CCC1(CCC1)OC=O,-0.2681
CCC1(COC1)NC=O,-0.2407
CCC1(COC1)OC=N,-0.2619
CCC1(COC1)OC=O,-0.2724
COC1(CC=O)CCC1,-0.2449
COC1(CC=O)COC1,-0.2509
OCC1(CC=O)CCC1,-0.2522
OCC1(CC=O)CCO1,-0.2467
OCC1(CC=O)COC1,-0.2532
OCC1(CCC1)NC=O,-0.2494
OCC1(CCC1)OC=N,-0.2579
OCC1(CCC1)OC=O,-0.2668
OCC1(COC1)NC=O,-0.2507
OCC1(COC1)OC=N,-0.2624
OCC1(COC1)OC=O,-0.2705
CCC1(CC1)OC=NC,-0.2458
CN=COC1(CO)CC1,-0.2527
CCC1(CC=CC1)C#C,-0.2411
CCC1(CC=CC1)C#N,-0.2552
CCC1(CN=CN1)C#N,-0.2425
CCC1(CN=CO1)C#C,-0.254
CCC1(CN=CO1)C#N,-0.2743
CNC1(CC=CC1)C#N,-0.2377
COC1(CC=CC1)C#C,-0.2419
COC1(CC=CC1)C#N,-0.2578
COC1(CN=CO1)C#C,-0.2619
COC1(CN=CO1)C#N,-0.2843
NCC1(CN=CN1)C#N,-0.2453
NCC1(CN=CO1)C#N,-0.2579
OCC1(CC=CC1)C#C,-0.2444
OCC1(CC=CC1)C#N,-0.2591
OCC1(CN=CN1)C#C,-0.2277
OCC1(CN=CN1)C#N,-0.2457
OCC1(CN=CO1)C#C,-0.2594
OCC1(CN=CO1)C#N,-0.28
CCC1(CC=CC1)C=O,-0.2438
CCC1(CN=CO1)C=O,-0.2555
COC1(CC=CC1)C=O,-0.2423
COC1(CN=CO1)C=O,-0.2574
OCC1(CC=CC1)C=O,-0.2526
OCC1(CN=CN1)C=O,-0.2374
OCC1(CN=CO1)C=O,-0.2595
CCC1(CC1)NCC#N,-0.2386
CCC1(CC1)OCC#C,-0.2515
CCC1(CC1)OCC#N,-0.2698
CCC1(CCC#C)CC1,-0.2538
CCC1(CCC#C)CO1,-0.2557
CCC1(CCC#N)CC1,-0.2813
CCC1(CCC#N)CN1,-0.2576
CCC1(CCC#N)CO1,-0.2783
COC1(CCC#C)CC1,-0.2468
COC1(CCC#N)CC1,-0.2654
OCC1(CC1)NCC#N,-0.2477
OCC1(CC1)OCC#C,-0.2561
OCC1(CC1)OCC#N,-0.2648
OCC1(CCC#C)CC1,-0.2555
OCC1(CCC#C)CN1,-0.2475
OCC1(CCC#C)CO1,-0.2632
OCC1(CCC#N)CC1,-0.2789
OCC1(CCC#N)CN1,-0.2625
OCC1(CCC#N)CO1,-0.2773
CC#CC1(CO)CCC1,-0.2438
CC#CC1(CO)CCO1,-0.2448
CC#CC1(CO)COC1,-0.2491
CCC1(CCC1)C#CC,-0.2363
CCC1(CCO1)C#CC,-0.2415
CCC1(COC1)C#CC,-0.2464
CNC1(COC1)C#CC,-0.225
COC1(CCC1)C#CC,-0.2411
COC1(COC1)C#CC,-0.2477
CC(=O)C1(CO)CCC1,-0.2385
CC(=O)C1(CO)CCO1,-0.2395
CC(=O)C1(CO)COC1,-0.2493
CCC1(CCC1)C(C)=O,-0.2355
CCC1(CCC1)C(N)=O,-0.2384
CCC1(CC[NH2+]1)C([O-])=O,-0.2427
CCC1(CCO1)C(C)=O,-0.2317
CCC1(CCO1)C(N)=O,-0.2319
CCC1(C[NH2+]C1)C([O-])=O,-0.2554
CCC1(COC1)C(C)=O,-0.2459
CCC1(COC1)C(N)=O,-0.244
C[NH2+]C1(CCC1)C([O-])=O,-0.2443
CNC1(C[NH2+]C1)C([O-])=O,-0.2307
CNC1(COC1)C(C)=O,-0.2238
CNC1(COC1)C(N)=O,-0.2225
C[NH2+]C1(COC1)C([O-])=O,-0.2549
COC1(CCC1)C(C)=O,-0.2311
COC1(CCC1)C(N)=O,-0.2338
COC1(C[NH2+]C1)C([O-])=O,-0.248
COC1(COC1)C(C)=O,-0.2422
COC1(COC1)C(N)=O,-0.2386
NC(=O)C1(CO)CCC1,-0.2339
NC(=O)C1(CO)CCO1,-0.2387
NC(=O)C1(CO)COC1,-0.2405
[NH3+]CC1(CCC1)C([O-])=O,-0.2454
[NH3+]CC1(CCO1)C([O-])=O,-0.2417
[NH3+]CC1(COC1)C([O-])=O,-0.2528
OCC1(CC[NH2+]1)C([O-])=O,-0.2517
OCC1(C[NH2+]C1)C([O-])=O,-0.2624
CC(C)C1(CO)CCC1,-0.2608
CC(C)C1(CO)CCO1,-0.2495
CC(C)C1(CO)COC1,-0.2347
CC(O)C1(CO)CCC1,-0.2536
CC(O)C1(CO)CCO1,-0.245
CC(O)C1(CO)COC1,-0.244
CCC1(CCC1)C(C)C,-0.2732
CCC1(CCC1)C(C)O,-0.2587
CCC1(CCO1)C(C)C,-0.2375
CCC1(CCO1)C(C)O,-0.2343
CCC1(COC1)C(C)C,-0.2409
CCC1(COC1)C(C)O,-0.2408
CN(C)C1(CO)COC1,-0.2263
COC1(CCC1)C(C)C,-0.2405
COC1(CCC1)C(C)O,-0.236
COC1(COC1)C(C)C,-0.2494
COC1(COC1)C(C)O,-0.2503
CCC1(CCC1)C1CC1,-0.2607
CCC1(CCC1)C1CO1,-0.2605
CCC1(CCO1)C1CC1,-0.2425
CCC1(CCO1)C1CN1,-0.2389
CCC1(CCO1)C1CO1,-0.246
CCC1(COC1)C1CC1,-0.2422
CCC1(COC1)C1CO1,-0.249
CCC1(COC1)N1CC1,-0.2322
COC1(CCC1)C1CC1,-0.2405
COC1(CCC1)C1CN1,-0.2331
COC1(CCC1)C1CO1,-0.2494
COC1(COC1)C1CC1,-0.2479
COC1(COC1)C1CN1,-0.2418
COC1(COC1)C1CO1,-0.2529
OCC1(CCC1)C1CC1,-0.2567
OCC1(CCC1)C1CO1,-0.2638
OCC1(CCC1)N1CC1,-0.2234
OCC1(CCO1)C1CC1,-0.25
OCC1(CCO1)C1CN1,-0.2444
OCC1(CCO1)C1CO1,-0.2513
OCC1(COC1)C1CC1,-0.2351
OCC1(COC1)C1CN1,-0.244
OCC1(COC1)C1CO1,-0.2384
OCC1(COC1)N1CC1,-0.232
CCC1(CCC1=O)C#C,-0.236
CCC1(CCC1=O)C#N,-0.2615
CCC1(CNC1=O)C#C,-0.2423
CCC1(CNC1=O)C#N,-0.2685
CCC1(COC1=N)C#C,-0.2653
CCC1(COC1=N)C#N,-0.2873
CCC1(COC1=O)C#C,-0.2639
CCC1(COC1=O)C#N,-0.2938
CCC1(NCC1=O)C#C,-0.2412
CCC1(NCC1=O)C#N,-0.2663
CCC1(OCC1=O)C#C,-0.2519
CCC1(OCC1=O)C#N,-0.2801
CNC1(CCC1=O)C#C,-0.2307
CNC1(CCC1=O)C#N,-0.2494
CNC1(CNC1=N)C#N,-0.2462
CNC1(CNC1=O)C#C,-0.2341
CNC1(COC1=N)C#C,-0.2411
CNC1(COC1=N)C#N,-0.2606
CNC1(COC1=O)C#C,-0.2484
CNC1(COC1=O)C#N,-0.2679
COC1(CCC1=O)C#C,-0.2303
COC1(CCC1=O)C#N,-0.2527
COC1(CNC1=N)C#C,-0.2384
COC1(CNC1=N)C#N,-0.2555
COC1(CNC1=O)C#C,-0.2372
COC1(COC1=N)C#C,-0.2616
COC1(COC1=N)C#N,-0.2827
COC1(COC1=O)C#C,-0.259
COC1(COC1=O)C#N,-0.2826
[NH3+]CC1(C[N-]C1=O)C#N,-0.2812
NCC1(COC1=N)C#N,-0.2526
NCC1(COC1=O)C#N,-0.2628
OCC1(CCC1=O)C#C,-0.244
OCC1(CCC1=O)C#N,-0.269
OCC1(CNC1=O)C#C,-0.2501
OCC1(COC1=N)C#C,-0.2629
OCC1(COC1=N)C#N,-0.2886
OCC1(COC1=O)C#C,-0.2674
OCC1(COC1=O)C#N,-0.2992
OCC1(NCC1=O)C#C,-0.2465
OCC1(NCC1=O)C#N,-0.271
OCC1(OCC1=O)C#C,-0.2552
OCC1(OCC1=O)C#N,-0.2821
CCC1(CCC1=O)C=O,-0.2451
CCC1(CNC1=O)C=O,-0.2493
CCC1(COC1=N)C=O,-0.2612
CCC1(COC1=O)C=O,-0.2673
CCC1(NCC1=O)C=O,-0.2513
CCC1(OCC1=O)C=O,-0.2567
CNC1(CCC1=O)C=O,-0.226
CNC1(CNC1=O)C=O,-0.2306
CNC1(COC1=N)C=O,-0.2349
CNC1(COC1=O)C=O,-0.2443
COC1(CCC1=O)C=O,-0.2327
COC1(CNC1=N)C=O,-0.2377
COC1(CNC1=O)C=O,-0.2387
COC1(COC1=N)C=O,-0.2505
COC1(COC1=O)C=O,-0.2559
OCC1(CCC1=O)C=O,-0.2504
OCC1(CNC1=O)C=O,-0.2526
OCC1(COC1=N)C=O,-0.2657
OCC1(COC1=O)C=O,-0.2703
OCC1(NCC1=O)C=O,-0.2557
OCC1(OCC1=O)C=O,-0.2653
CC1CCC1(CO)C#C,-0.2548
CC1CCC1(CO)C#N,-0.2789
CC1CNC1(CN)C#N,-0.2415
CC1CNC1(CO)C#N,-0.2564
CC1COC1(CN)C#N,-0.2468
CC1COC1(CO)C#C,-0.2523
CC1COC1(CO)C#N,-0.2735
CC1NCC1(CO)C#N,-0.2465
CC1OCC1(CO)C#C,-0.2507
CC1OCC1(CO)C#N,-0.2678
CCC1(CCC1C)C#C,-0.2503
CCC1(CCC1C)C#N,-0.2951
CCC1(CCC1O)C#C,-0.2431
CCC1(CCC1O)C#N,-0.2731
CCC1(CCN1C)C#N,-0.2331
CCC1(COC1C)C#C,-0.2481
CCC1(COC1C)C#N,-0.2655
CCC1(NCC1C)C#N,-0.2478
CCC1(NCC1N)C#N,-0.2488
CCC1(NCC1O)C#N,-0.2571
CCC1(OCC1C)C#C,-0.2486
CCC1(OCC1C)C#N,-0.2723
CCC1(OCC1N)C#N,-0.2569
CCC1(OCC1O)C#C,-0.2488
CCC1(OCC1O)C#N,-0.2743
CN1CCC1(CN)C#N,-0.2306
CN1CCC1(CO)C#N,-0.2418
CNC1(CCC1C)C#N,-0.2368
CNC1(CCC1N)C#N,-0.2398
CNC1(CCC1O)C#N,-0.2301
CNC1(CNC1C)C#N,-0.2368
CNC1(COC1C)C#N,-0.2476
COC1(CCC1C)C#C,-0.2507
COC1(CCC1C)C#N,-0.2748
COC1(CCC1N)C#N,-0.2397
COC1(CCC1O)C#C,-0.2497
COC1(CCC1O)C#N,-0.2725
COC1(CNC1C)C#N,-0.2409
COC1(COC1C)C#C,-0.2512
COC1(COC1C)C#N,-0.2691
NC1CNC1(CO)C#N,-0.2536
NC1COC1(CO)C#N,-0.2608
NCC1(NCC1N)C#N,-0.2369
NCC1(NCC1O)C#N,-0.2448
NCC1(OCC1N)C#N,-0.2445
NCC1(OCC1O)C#N,-0.2455
OCC1(CCC1O)C#C,-0.2493
OCC1(CCC1O)C#N,-0.2734
OCC1(NCC1O)C#C,-0.2407
OCC1(NCC1O)C#N,-0.2621
OCC1(OCC1O)C#C,-0.2492
OCC1(OCC1O)C#N,-0.2711
CC1CCC1(CO)C=O,-0.2407
CC1COC1(CO)C=O,-0.2416
CC1OCC1(CO)C=O,-0.2537
CCC1(CCC1C)C=O,-0.2418
CCC1(CCC1O)C=O,-0.2449
CCC1(COC1C)C=O,-0.2499
CCC1(NCC1O)C=O,-0.2275
CCC1(OCC1C)C=O,-0.2425
CCC1(OCC1O)C=O,-0.2445
CN1CCC1(CO)C=O,-0.2161
CNC1(COC1C)C=O,-0.237
COC1(CCC1C)C=O,-0.2392
COC1(CCC1O)C=O,-0.2419
COC1(COC1C)C=O,-0.2496
OCC1(CCC1O)C=O,-0.2565
OCC1(NCC1O)C=O,-0.2387
OCC1(OCC1O)C=O,-0.2443
CCC1(CC1)OCC=O,-0.2549
CCC1(CCC=O)CC1,-0.2476
CCC1(CCC=O)CO1,-0.2504
CCC1(CNC=O)CC1,-0.2509
CCC1(CNC=O)CN1,-0.2434
CCC1(CNC=O)CO1,-0.252
CCC1(COC=N)CO1,-0.2566
CCC1(COC=O)CC1,-0.2733
CCC1(COC=O)CN1,-0.2589
CCC1(COC=O)CO1,-0.2731
COC1(CCC=O)CC1,-0.2458
COC1(CNC=O)CC1,-0.248
COC1(COC=N)CC1,-0.2482
COC1(COC=O)CC1,-0.2676
OCC1(CC1)OCC=O,-0.2538
OCC1(CCC=O)CC1,-0.2469
OCC1(CCC=O)CN1,-0.2488
OCC1(CCC=O)CO1,-0.2557
OCC1(CNC=O)CC1,-0.2512
OCC1(CNC=O)CN1,-0.2478
OCC1(CNC=O)CO1,-0.2547
OCC1(COC=N)CC1,-0.2554
OCC1(COC=N)CN1,-0.2537
OCC1(COC=N)CO1,-0.2598
OCC1(COC=O)CC1,-0.2647
OCC1(COC=O)CN1,-0.2646
OCC1(COC=O)CO1,-0.2678
CCC1(CCC=C1)C#C,-0.2428
CCC1(CCC=C1)C#N,-0.2617
CCC1(CNC=N1)C#N,-0.2434
CCC1(COC=N1)C#C,-0.2573
CCC1(COC=N1)C#N,-0.2768
CCC1(NCC=C1)C#N,-0.2378
CCC1(OCC=C1)C#C,-0.2437
CCC1(OCC=C1)C#N,-0.2638
CNC1(CCC=C1)C#N,-0.2451
COC1(CCC=C1)C#C,-0.2481
COC1(CCC=C1)C#N,-0.2693
COC1(OCC=C1)C#C,-0.2536
COC1(OCC=C1)C#N,-0.2786
NCC1(CNC=N1)C#N,-0.2361
NCC1(COC=N1)C#N,-0.2495
NCC1(NCC=C1)C#N,-0.2365
NCC1(OCC=C1)C#N,-0.2453
OCC1(CCC=C1)C#C,-0.2449
OCC1(CCC=C1)C#N,-0.2617
OCC1(CNC=N1)C#C,-0.2344
OCC1(CNC=N1)C#N,-0.2511
OCC1(COC=N1)C#C,-0.2606
OCC1(COC=N1)C#N,-0.2801
OCC1(NCC=C1)C#N,-0.241
OCC1(OCC=C1)C#C,-0.2478
OCC1(OCC=C1)C#N,-0.2667
CCC1(CCC=C1)C=O,-0.2328
CCC1(COC=N1)C=O,-0.2474
CCC1(OCC=C1)C=O,-0.2289
COC1(CCC=C1)C=O,-0.2402
COC1(OCC=C1)C=O,-0.2425
OCC1(CCC=C1)C=O,-0.2408
OCC1(CNC=N1)C=O,-0.228
OCC1(COC=N1)C=O,-0.2504
OCC1(OCC=C1)C=O,-0.2375
CCC1(CCCC1)C#C,-0.2555
CCC1(CCCC1)C#N,-0.3053
CCC1(CCCN1)C#N,-0.2481
CCC1(CCCO1)C#C,-0.2536
CCC1(CCCO1)C#N,-0.2718
CCC1(CCOC1)C#C,-0.2503
CCC1(CCOC1)C#N,-0.2717
CCC1(COCO1)C#C,-0.2597
CCC1(COCO1)C#N,-0.2858
CCC1(OCCO1)C#C,-0.2579
CCC1(OCCO1)C#N,-0.2871
CNC1(CCCC1)C#N,-0.2355
CNC1(CCOC1)C#N,-0.2543
COC1(CCCC1)C#C,-0.2541
COC1(CCCC1)C#N,-0.2775
COC1(CCCO1)C#C,-0.2593
COC1(CCCO1)C#N,-0.2841
COC1(CCOC1)C#C,-0.245
COC1(CCOC1)C#N,-0.2619
NCC1(CCCN1)C#N,-0.2468
NCC1(CCCO1)C#N,-0.2453
NCC1(COCO1)C#N,-0.251
NCC1(OCCO1)C#N,-0.2516
OCC1(CCCC1)C#C,-0.2577
OCC1(CCCC1)C#N,-0.281
OCC1(CCCN1)C#N,-0.2339
OCC1(CCCO1)C#C,-0.2522
OCC1(CCCO1)C#N,-0.2758
OCC1(CCOC1)C#C,-0.2561
OCC1(CCOC1)C#N,-0.2751
OCC1(COCO1)C#C,-0.2593
OCC1(COCO1)C#N,-0.2819
OCC1(OCCO1)C#C,-0.2636
OCC1(OCCO1)C#N,-0.2848
CCC1(CCCC1)C=O,-0.2455
CCC1(CCCO1)C=O,-0.2376
CCC1(CCOC1)C=O,-0.2503
CCC1(COCO1)C=O,-0.2522
CCC1(OCCO1)C=O,-0.2375
COC1(CCCC1)C=O,-0.2403
COC1(CCCO1)C=O,-0.2413
COC1(CCOC1)C=O,-0.2482
OCC1(CCCC1)C=O,-0.2542
OCC1(CCCO1)C=O,-0.238
OCC1(CCOC1)C=O,-0.2596
OCC1(COCO1)C=O,-0.2552
OCC1(OCCO1)C=O,-0.2417
CC1C2C3CC3C12CO,-0.2079
CC1C2C3CN3C12CO,-0.2174
CC1C2C3NC3C12CO,-0.2072
CC1C2C3OC3C12CO,-0.2298
CC1C2N3CC3C12CO,-0.2219
CC1N2C3CC3C12CO,-0.2198
CCC12C(C)C1C1CC21,-0.1997
CCC12C(C)C1C1CN21,-0.2141
CCC12C(C)C1C1NC21,-0.2002
CCC12C(C)C1C1OC21,-0.2216
CCC12C(C)C1N1CC21,-0.2145
CCC12C3CC3N1C2C,-0.2092
CCC12C(O)C1C1CC21,-0.2004
CCC12C(O)C1C1CN21,-0.2156
CCC12C(O)C1C1NC21,-0.2116
CCC12C(O)C1C1OC21,-0.2316
CCC12C(O)C1N1CC21,-0.2183
CCC12C3CC3C1N2C,-0.2056
CCC12C3NC3C1N2C,-0.1978
CCC12C3OC3C1N2C,-0.213
CN1C2C3CC3C12CO,-0.2119
CN1C2C3NC3C12CO,-0.204
CN1C2C3OC3C12CO,-0.22
COC12C(C)C1C1CC21,-0.2056
COC12C(C)C1C1NC21,-0.2062
COC12C(C)C1C1OC21,-0.2276
COC12C(C)C1N1CC21,-0.2182
COC12C(O)C1C1CC21,-0.207
COC12C(O)C1C1NC21,-0.2162
COC12C(O)C1C1OC21,-0.2318
COC12C(O)C1N1CC21,-0.2227
OCC12C(O)C1C1CC21,-0.2086
OCC12C(O)C1C1CN21,-0.2196
OCC12C(O)C1C1NC21,-0.2192
OCC12C(O)C1C1OC21,-0.2399
OCC12C(O)C1N1CC21,-0.2255
CC1C2CC(=O)C12CO,-0.245
CC1C2NC(=O)C12CO,-0.2434
CC1C2OC(=N)C12CO,-0.2609
CC1C2OC(=O)C12CO,-0.2746
CC1N2CC(=O)C12CO,-0.2494
CCC12C(C)C1CC2=O,-0.2342
CCC12C(C)C1NC2=O,-0.2391
CCC12C(C)C1OC2=N,-0.2552
CCC12C(C)C1OC2=O,-0.2696
CCC12C(C)N1CC2=O,-0.2368
CCC12C(CC1=O)N2C,-0.2258
CCC12C(O)C1CC2=O,-0.2354
CCC12C(O)C1NC2=O,-0.2392
CCC12C(O)C1OC2=N,-0.2497
CCC12C(O)C1OC2=O,-0.2625
CN1C2CC(=O)C12CO,-0.2327
CNC12C(C)C1OC2=N,-0.2288
CNC12C(C)C1OC2=O,-0.2329
CNC12C(N)C1OC2=N,-0.2295
CNC12C(N)C1OC2=O,-0.2272
CNC12C(O)C1CC2=O,-0.2215
CNC12C(O)C1NC2=O,-0.2152
CNC12C(O)C1OC2=N,-0.2332
CNC12C(O)C1OC2=O,-0.2381
COC12C(C)C1CC2=O,-0.2286
COC12C(C)C1NC2=N,-0.2288
COC12C(C)C1NC2=O,-0.2326
COC12C(C)C1OC2=N,-0.2514
COC12C(C)C1OC2=O,-0.2566
COC12C(N)C1NC2=N,-0.2164
COC12C(N)C1OC2=O,-0.2385
COC12C(O)C1CC2=O,-0.2303
COC12C(O)C1NC2=N,-0.2297
COC12C(O)C1NC2=O,-0.2328
COC12C(O)C1OC2=N,-0.2423
COC12C(O)C1OC2=O,-0.2512
OCC12C(O)C1CC2=O,-0.2466
OCC12C(O)C1NC2=O,-0.2537
OCC12C(O)C1OC2=N,-0.2546
OCC12C(O)C1OC2=O,-0.2694
CC1C2CC(C)C12CO,-0.2464
CC1C2CC(O)C12CO,-0.2478
CC1C2OC(C)C12CO,-0.2343
CC1CC2C(O)C12CO,-0.2447
CC1CC2N(C)C12CO,-0.2415
CC1N2CC(C)C12CO,-0.2299
CC1N2CC(O)C12CO,-0.2365
CC1OC2C(O)C12CO,-0.2366
CCC12C(C)C1CC2C,-0.238
CCC12C(C)C1CC2O,-0.2424
CCC12C(C)C1OC2C,-0.2267
CCC12C(C)N1CC2O,-0.2249
CCC12C(CC1O)N2C,-0.2272
CCC12C(O)C1CC2C,-0.2378
CCC12C(O)C1CC2O,-0.2451
CCC12C(O)C1OC2C,-0.2293
CN1C2CC(O)C12CO,-0.2313
COC12C(C)C1CC2C,-0.2372
COC12C(C)C1CC2O,-0.2368
COC12C(C)C1OC2C,-0.2272
COC12C(O)C1CC2C,-0.2384
COC12C(O)C1CC2O,-0.2327
COC12C(O)C1OC2C,-0.227
